ids,followers,monthly_listeners,popularity,num_releases,num_tracks,playlists_distintas,antiguedad,genero,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
009jvUML9QGYMzYNAqbHDV,1717.0,6399.0,17.0,20.0,1.0,1.0,2.0,instrumental,0.433,0.499,0.335,0.000206,0.0969,-9.227,0.0309,76.185,0.163
00FQb4jTyendYWaN8pK0wa,34031390.54545455,55983952.36363637,89.54545454545455,20.0,1.0,8.0,12.0,pop,0.40306470588235294,0.5184705882352941,0.5182941176470588,0.05987601352941176,0.11023529411764707,-9.433176470588236,0.05249411764705883,122.62564705882353,0.29697647058823534
00ITn8oTHWAJMGySvynsYg,58.0,1473.0,4.0,15.0,3.0,1.0,3.0,pop,0.00776,0.633,0.408,0.694,0.0929,-12.857,0.0279,109.992,0.279
00WEbQMBzMtwbccrSjQwhJ,12041.0,102046.0,38.0,20.0,4.0,1.0,5.0,instrumental,0.05145999999999999,0.7966,0.5532,0.873,0.1222,-7.1293999999999995,0.06612,147.2074,0.3994
00YTqRClk82aMchQQpYMd5,1104584.0,2226572.0,60.0,20.0,1.0,1.0,16.0,sin genero,0.000103,0.515,0.949,1.22e-05,0.348,-3.521,0.0806,124.069,0.308
00d3cwrk9aduzfVDCG0Hgp,2604.0,210316.0,41.0,18.0,1.0,1.0,5.0,electronica,0.00069,0.554,0.956,0.051,0.157,-2.006,0.22,159.894,0.358
00eldNtAqcdLF9adKlyFZf,9322.0,27407.0,27.0,13.0,1.0,1.0,31.0,country y folk,0.483,0.642,0.595,0.00182,0.318,-8.189,0.0311,110.068,0.799
00q3HI6mnGUJqMlfwBJTco,14727.0,46538.0,32.0,20.0,8.0,1.0,6.0,instrumental,0.872,0.293,0.0228,0.00586,0.0592,-29.357,0.0542,116.375,0.038
00x1fYSGhdqScXBRpSj3DW,332186.5,3495364.5,64.5,20.0,2.0,4.0,3.0,r&b,0.25866666666666666,0.6629999999999999,0.6793333333333335,0.00010833333333333333,0.12233333333333334,-6.342,0.050499999999999996,91.36666666666667,0.341
01DTVE3KmoPogPZaOvMqO8,602723.5,856334.0,51.0,20.0,1.0,1.0,12.0,afro,0.43,0.5700000000000001,0.6065,0.0,0.1325,-8.8375,0.276,138.4825,0.5045
01FFlOpQoTLXIBTp0p9MEc,10416.0,726693.0,49.0,9.0,1.0,1.0,3.0,pop,0.3845,0.6565000000000001,0.572,4.73e-05,0.1355,-7.321999999999999,0.03995,126.491,0.481
01PnN11ovfen6xUOHfNpn3,134818.5,3094941.0,57.0,20.0,2.0,2.0,5.0,electronica,0.1115,0.572,0.6255,0.130055,0.1825,-6.5515,0.09315,136.88299999999998,0.129
01QTIT5P1pFP3QnnFSdsJf,1857131.857142857,4185531.4285714286,64.71428571428571,20.0,1.0,1.0,18.0,hip hop,0.207,0.572,0.822,0.0,0.359,-6.015,0.361,94.812,0.472
01XYiBYaoMJcNhPokrg0l0,1704067.1764705882,3045195.529411765,61.1764705882353,14.0,1.9411764705882353,5.0,4.0,coreano,0.2013038888888889,0.7154444444444444,0.7582222222222222,1.3333333333333334e-06,0.2922777777777778,-4.570888888888889,0.05196666666666667,136.24255555555555,0.5693333333333332
01aC2ikO4Xgb2LUpf9JfKp,916209.25,2016567.75,56.0,17.75,4.0,3.0,13.0,jazz,0.11581333333333334,0.43050000000000005,0.8051666666666667,0.005422733333333333,0.25056666666666666,-3.9623333333333335,0.0706,134.7925,0.4563333333333333
01n1Lj2lmdteXD8qFPqhsL,5835.5,21264.5,22.0,20.0,2.0,1.0,17.0,coreano,0.526,0.631,0.482,0.0,0.123,-5.712,0.0304,129.869,0.252
01qbSocTDAe2DmKayS89A5,73397.0,422806.0,42.0,20.0,2.0,1.0,6.0,electronica,0.033723333333333334,0.67,0.8809999999999999,0.38839833333333335,0.306,-3.4103333333333334,0.0682,136.2973333333333,0.2623333333333333
01ts5a7R3WkeE2oKIouXEK,9792.0,56318.0,31.0,17.0,1.0,1.0,32.0,country y folk,0.8029999999999999,0.6066666666666666,0.5223333333333333,0.5948666666666667,0.15183333333333335,-11.484333333333334,0.03286666666666666,124.952,0.6903333333333332
021hNAnkFIbyFyL97br6NB,896733.0,282000.0,37.0,17.0,1.0,1.0,18.0,country y folk,0.92,0.483,0.18,1.88e-05,0.121,-10.485,0.0298,150.98,0.364
026v3mvWdRvVdjL67VBySh,65484.0,548350.0,47.5,14.0,6.0,1.0,14.0,country y folk,0.0143,0.579,0.914,0.0,0.376,-5.301,0.0556,136.036,0.748
029RjYsk0DU8LKC92sUyXZ,49411.0,227620.0,36.0,20.0,1.0,1.0,7.0,electronica,0.06345,0.718,0.802,0.0029814999999999998,0.253,-7.455,0.0403,127.488,0.5085
02DWGcShQivFepRvGJ7xhB,212151.5,1599141.5,56.5,20.0,1.0,2.0,10.0,electronica,0.038552666666666666,0.6433333333333334,0.8253333333333334,0.41900000000000004,0.1934,-7.954666666666667,0.036333333333333336,122.00333333333333,0.07343333333333334
02J7bo06ZZ1XmSGochlWak,24773.0,495134.0,46.0,20.0,1.0,1.0,3.0,hip hop,0.139,0.727,0.72,0.0,0.0721,-8.755,0.179,140.07,0.553
02NfyD6AlLA12crYzw5YcR,1395046.5,1666260.5,54.5,11.0,5.0,2.0,37.0,rock,0.027,0.363,0.764,0.012601045,0.193,-8.0305,0.0582,82.277,0.40449999999999997
02WoRfOhF5nUVpwddshInq,18205.4,14196.8,32.666666666666664,14.0,1.0,2.0,10.0,coreano,0.435,0.7555000000000001,0.7015,0.0,0.10175000000000001,-5.4455,0.1985,85.022,0.8075
02bDUUUCAdpFob66KNgPtF,535.0,1127546.0,16.0,20.0,8.0,1.0,13.0,instrumental,0.97,0.2695,0.0438,0.36375,0.11265,-22.3915,0.0456,112.8105,0.1305
02eGekE35DrC5E0qH4kh3H,5191.0,60678.0,30.0,13.0,1.0,2.0,6.0,country y folk,0.793,0.438,0.159,0.000213,0.106,-10.751,0.0275,91.255,0.0942
02gxa3HE5O0zBKRjeDh6Ba,17067.0,124810.0,36.0,20.0,1.0,1.0,13.0,hip hop,0.13882,0.7516666666666666,0.5976666666666667,4.0333333333333336e-05,0.18746666666666667,-8.483333333333333,0.1998,156.314,0.48600000000000004
02kJSzxNuaWGqwubyUba0Z,5245785.8,23316882.6,76.8,20.0,1.0,5.0,12.0,hip hop,0.10234457142857142,0.6882857142857143,0.6914285714285714,1.8714285714285714e-07,0.1402142857142857,-6.864714285714285,0.23612857142857144,143.21971428571428,0.5158571428571428
02rd0anEWfMtF7iMku9uor,2008551.5,2902116.5,59.75,20.0,10.0,3.0,32.0,country y folk,0.33259999999999995,0.531,0.5357142857142857,4.197428571428572e-05,0.15442857142857142,-6.608428571428571,0.03382857142857143,109.45328571428571,0.47128571428571425
02seUFsFQP7TH4hLrTj77o,623151.5,2119940.5,59.0,16.5,1.0,2.0,9.0,country y folk,0.295,0.643,0.6679999999999999,0.117785,0.185425,-5.4545,0.036449999999999996,121.785,0.47624999999999995
02zKoKfNVxQkU6Au4itp0f,2729.0,14759.0,20.0,3.0,1.0,1.0,6.0,otro,0.9245,0.614,0.308,0.00605,0.1505,-11.4295,0.0334,134.0325,0.532
034u8Qcs47NHkRQXaWkLXW,44829.333333333336,266088.0,42.666666666666664,20.0,1.0,2.0,6.0,pop,0.28764999999999996,0.502,0.749,0.00545,0.109,-6.8825,0.06895,143.505,0.29
03C9IJtseK0NX9zw53URjF,1810.0,52786.0,30.0,20.0,9.0,1.0,5.0,instrumental,0.973,0.347,0.139,0.0169,0.136,-20.519,0.044,116.023,0.196
03Usizud7onAiPocQkcK5V,239.375,141872.25,34.625,8.0,2.0,1.0,3.0,instrumental,0.99,0.271,0.00687,0.95,0.102,-31.51,0.0392,71.62,0.0403
03X2rnTnfrpid7yLZfUSGn,12323.666666666666,92233.66666666667,31.333333333333332,20.0,1.0,2.0,11.0,r&b,0.34299999999999997,0.7084999999999999,0.396,0.00103,0.09445,-9.9565,0.11249999999999999,112.509,0.29000000000000004
03a8aFqbYAPqmQ8pJxyUmS,5798.0,35954.0,23.0,20.0,1.0,1.0,3.0,pop,0.772,0.423,0.536,0.000109,0.122,-9.834,0.0808,162.048,0.23
03d64K2pahKcY9cyDvh1XO,2391.0,21539.0,22.0,6.0,1.0,1.0,4.0,country y folk,0.471,0.4605,0.6225,0.000136,0.1805,-7.835,0.0318,107.5745,0.8765000000000001
03qM4LmPCrR7CuHTE0WAIW,198722.0,773351.0,53.0,20.0,1.0,1.0,9.0,otro,0.412,0.845,0.419,0.0,0.0843,-8.648,0.113,130.103,0.489
03r4iKL2g2442PT9n2UKsx,2751578.5,8535314.75,67.5,20.0,1.0,3.0,38.0,rock,0.0409,0.6132500000000001,0.76825,0.008610395,0.08235,-7.555,0.15642499999999998,128.78475,0.58975
03tes5RhEvH2dX2eDeGnRn,27527.0,1458928.0,52.0,11.0,20.0,1.0,34.0,electronica,0.0588,0.748,0.908,0.894,0.0943,-8.319,0.0504,130.004,0.0576
03uMw43UVu9MsQCcHVSGjX,356425.3333333333,1650146.0,56.0,20.0,1.0,3.0,8.0,otro,0.5186666666666667,0.5933333333333334,0.449,0.00136157,0.20099999999999998,-6.706666666666667,0.03323333333333333,117.832,0.41700000000000004
03y4yOxhLk6MDJ1bV424uO,89301.0,6177336.0,66.5,17.0,1.0,1.0,3.0,electronica,0.40445,0.607,0.7275,0.58112,0.1375,-8.5425,0.098525,137.25625,0.34575
041iTeoMIwXMlShuQPIVKo,405708.0,3513517.0,60.0,20.0,1.0,1.0,10.0,pop,0.172,0.691,0.545,0.78,0.106,-6.647,0.035,105.976,0.514
048LktY5zMnakWq7PTtFrz,1232528.0,9058967.666666666,65.66666666666667,20.0,1.0,4.0,5.0,r&b,0.293,0.7895,0.6525,0.0054399999999999995,0.1231,-6.3025,0.06705,94.971,0.5365
04Axa6ilD95HIZIx5zUg6W,5176.666666666667,17631.666666666668,23.0,20.0,1.0,1.0,8.0,rock,0.0301,0.719,0.509,0.0,0.116,-7.579,0.034,122.007,0.509
04GCjO1r1hPelibCUq9S8H,112215.33333333333,1249902.0,52.666666666666664,20.0,1.0,3.0,12.0,instrumental,0.794,0.4665,0.503,0.904,0.25,-10.7195,0.06805,115.49799999999999,0.429
04HjibunL2jGRLEqVEMfZY,41191.0,246127.0,39.0,20.0,1.0,1.0,22.0,jazz,0.151,0.612,0.636,1.04e-05,0.341,-6.222,0.0597,64.976,0.242
04HqRx07Bv9gh7rsrMTqs7,287257.0,1793891.0,59.5,20.0,2.0,1.0,18.0,pop,0.269,0.666,0.694,0.0,0.133,-5.505,0.0505,148.066,0.642
04L3elxyr0XFua2Ek3domW,115548.4,420705.7,44.0,20.0,1.0,3.0,18.0,coreano,0.865,0.4915,0.3885,0.0049660500000000005,0.108,-7.0655,0.0322,142.739,0.491
04gDigrS5kc9YWfZHwBETP,41197490.8,62807837.8,83.8,20.0,1.0,5.0,22.0,pop,0.12942,0.7086,0.6992,0.0009664599999999999,0.21526,-6.695,0.0482,118.89439999999999,0.6900000000000001
04ka9403wgTxmWFMY1PD5t,55289.0,88758.0,34.0,20.0,1.0,1.0,12.0,r&b,0.101,0.419,0.465,0.00122,0.105,-6.508,0.061,149.432,0.187
04vdWVjgi45nrMAxeCEVQe,153503.0,303495.0,44.0,20.0,1.0,1.0,5.0,electronica,0.0428,0.783,0.908,0.0,0.211,-2.373,0.106,128.018,0.471
04zbRSHjzlQYvV31SW7qZ4,16936.0,156133.0,38.0,14.0,1.0,1.0,6.0,hip hop,0.14679999999999999,0.677,0.595,0.14700079,0.2095,-8.33,0.197,107.76400000000001,0.38
050olItM6cAiBVEMYC6LQf,2184.0,5437.0,11.0,19.0,1.0,1.0,11.0,jazz,0.8665,0.359,0.505,0.9215,0.1285,-15.2835,0.0293,108.3175,0.387
0521x50ZcNqqT1fKMJg5c5,59700.0,345604.0,44.0,20.0,7.0,1.0,8.0,instrumental,0.972,0.0879,0.105,0.737,0.632,-23.746,0.0497,60.754,0.0383
053q0ukIDRgzwTr4vNSwab,2322474.0,6686051.0,69.0,20.0,2.0,1.0,14.0,pop,0.0019,0.607,0.813,0.00088,0.305,-5.825,0.0936,133.962,0.195
054VxUoJAoxf48TlGoWf75,6730.0,12688.0,53.0,12.0,3.0,1.0,7.0,electronica,0.000842,0.762,0.881,0.952,0.101,-6.669,0.0433,143.001,0.0443
057gc1fxmJ2vkctjQJ7Tal,111107.0,3124917.0,57.0,2.0,2.0,1.0,44.0,pop,0.0852,0.675,0.61,0.0188,0.159,-13.811,0.085,131.037,0.344
058SQVFoFi7A55lusoKyzi,16340.0,674121.0,47.0,2.0,1.0,1.0,1.0,electronica,0.114,0.446,0.353,0.419,0.117,-14.251,0.0864,125.202,0.244
05C3EDw4Rf0qMhrdjFKncL,65546.0,45487.0,32.0,20.0,3.0,1.0,18.0,sin genero,0.0913,0.405,0.921,0.837,0.109,-1.693,0.0862,119.317,0.159
05KjvP5zdwtEIgEazqblZw,25988.0,1354086.0,53.0,20.0,2.0,1.0,1.0,electronica,0.0401,0.746,0.888,0.00191,0.0835,-6.15,0.0726,124.954,0.296
05LK9pT8ScfWNT0UbDsyqe,17029.5,116672.0,32.0,5.0,8.0,1.0,51.0,afro,0.407,0.566,0.663,1.89e-05,0.165,-9.393,0.0383,80.419,0.514
05MbxRG8XyYmFhv7ZUMylc,25706.0,64403.0,33.0,20.0,1.0,1.0,5.0,country y folk,0.8434999999999999,0.537,0.29200000000000004,7.5749999999999995e-06,0.11499999999999999,-8.599,0.0349,122.39699999999999,0.355
05OAH9fFWOKINDaeJ9N3Pd,4450.0,79135.0,34.0,20.0,1.0,1.0,6.0,hip hop,0.0489,0.744,0.6385000000000001,0.8895,0.1482,-7.683999999999999,0.055150000000000005,145.5165,0.6639999999999999
05QqQCiZ0kiF1jRCm6YRT2,1400.0,15394.0,19.0,17.0,1.0,1.0,9.0,instrumental,0.918,0.115,0.194,0.865,0.144,-20.176,0.0379,73.506,0.0385
05RSgyFo6Z3uiYA6fnj0sm,3395.0,11315.0,19.0,11.0,1.0,1.0,8.0,otro,0.711,0.432,0.58,1.82e-06,0.349,-8.092,0.0355,94.169,0.656
05RZIdfz59ZW2FvFuwnmNK,1661451.0,2659895.0,56.0,12.0,5.0,1.0,27.0,r&b,0.10635,0.6555,0.5800000000000001,1.955e-06,0.3064,-6.5255,0.027200000000000002,122.0735,0.3205
05ai8foZsZwk0cni0IOuNj,715568.6666666666,640896.6666666666,49.666666666666664,20.0,1.0,1.0,22.0,pop,0.13,0.671,0.744,2.25e-05,0.105,-6.582,0.0381,91.037,0.472
05c6W2NfXx6jxO28OGfPRA,13460.0,34669.5,28.0,20.0,12.0,1.0,19.0,country y folk,0.849,0.649,0.2685,8.805000000000001e-06,0.0854,-10.8735,0.0456,117.557,0.512
05fG473iIaoy82BF1aGhL8,10817248.0,13894960.0,78.0,14.0,1.0,1.0,25.0,rock,0.0013523333333333332,0.381,0.9860000000000001,0.00013533333333333333,0.24666666666666667,-2.908333333333333,0.12633333333333333,122.72766666666666,0.3526666666666667
05geNTZ09mJ7s6OguQySjc,8561.0,37746.0,30.0,18.0,1.0,1.0,31.0,latino y caribe,0.3,0.758,0.79,0.0,0.337,-5.761,0.0279,101.277,0.964
05jtmvy7zPhTp4GQexPkXY,2946.0,18230.0,18.0,20.0,2.0,1.0,6.0,electronica,0.0028,0.781,0.933,0.813,0.111,-4.274,0.0472,137.002,0.558
05lF0DUkLJqiW5o70SScyR,163555.66666666666,1402998.0,57.333333333333336,20.0,1.0,1.0,10.0,electronica,0.175,0.448,0.724,4.32e-05,0.114,-4.039,0.0595,172.075,0.0792
05o2ENqv0CV8aD6BWKEaBD,70979.5,619497.5,48.5,14.0,1.0,1.0,6.0,country y folk,0.21,0.531,0.752,0.036,0.106,-5.199,0.0265,109.54,0.677
062tCT8GVioC9EMiI9jeOV,74914.0,1070941.0,52.0,18.0,1.0,1.0,3.0,r&b,0.107,0.78,0.646,0.298,0.662,-5.759,0.128,79.983,0.52
06FdtuVuUNNHzGGAwGNfmT,1741.0,6095.0,16.0,13.0,1.0,1.0,4.0,rock,0.161,0.528,0.59,0.964,0.123,-9.638,0.0294,135.034,0.136
06HL4z0CvFAxyc27GXpf02,107749439.35714285,104707306.42857143,100.0,20.0,14.5,12.0,12.0,pop,0.509871052631579,0.5727631578947369,0.49126315789473685,0.00044926973684210526,0.12858684210526317,-9.129131578947367,0.05128157894736842,119.27139473684211,0.3626052631578947
06JH3wcXkJg7eoxZVMO1UX,180179.0,668497.5,45.0,20.0,1.0,1.0,23.0,electronica,0.034,0.669,0.71,0.0,0.144,-3.644,0.134,174.052,0.908
06S3fr7xEES7e3QPXhu3ay,86597.0,188937.0,41.5,20.0,2.0,1.0,12.0,hip hop,0.0926,0.494,0.573,0.0,0.156,-9.74,0.452,80.027,0.502
06ZDy2XhBL6QUegO9n2Y4Y,2351.0,14866.0,27.0,18.0,1.0,1.0,13.0,rock,0.00292,0.526,0.916,0.0,0.087,-6.78,0.0719,112.741,0.736
06bDwgCHeMAwhgI8il4Y5k,939690.5,3217616.5,63.25,20.0,3.0,2.0,13.0,pop,0.00138,0.583,0.91,0.0,0.0876,-4.58,0.0517,119.016,0.343
06bxyT4bXPZaKsInaJ75UL,1440.7777777777778,798332.7777777778,50.22222222222222,18.0,3.0,4.0,4.0,instrumental,0.99,0.37039999999999995,0.03816,0.9276,0.1082,-23.1884,0.037380000000000004,96.4194,0.2904
06nevPmNVfWUXyZkccahL8,632144.0,2068395.0,58.0,20.0,1.0,1.0,14.0,jazz,0.338,0.645,0.447,1.76e-05,0.183,-7.769,0.0569,75.015,0.424
06xa1OLBsMQJFXcl2tQkH4,120024.5,625814.0,47.0,20.0,4.5,2.0,23.0,otro,0.106,0.5489999999999999,0.7515000000000001,0.37575,0.11950000000000001,-6.5555,0.0932,151.82549999999998,0.5085
07Asx51VtMw5kbNXKrpZlq,60406.0,1312792.0,52.0,20.0,1.0,1.0,4.0,country y folk,0.162,0.73,0.69,6.53e-05,0.0917,-5.979,0.0422,100.996,0.0789
07CimrZi5vs9iEao47TNQ4,90320.66666666667,6007025.666666667,63.666666666666664,20.0,1.0,3.0,15.0,hip hop,0.057730000000000004,0.7206,0.8997999999999999,0.0487808,0.17512,-3.3926000000000003,0.1909,117.02260000000001,0.2671
07D1Bjaof0NFlU32KXiqUP,490430.0,1652941.0,68.33333333333333,20.0,1.0,4.0,8.0,pop,0.6159642857142857,0.45457142857142857,0.39599999999999996,0.09169301428571429,0.14555714285714286,-11.097857142857142,0.037071428571428575,128.31042857142856,0.31757142857142856
07EcmJpfAday8xGkslfanE,739877.6666666666,1582486.0,52.0,16.0,1.0,3.0,9.0,afro,0.665,0.538,0.612,0.0243,0.111,-8.509,0.0439,150.021,0.552
07FaEsHIaVZAFFHvNElpbQ,93024.0,360234.5,44.5,9.0,1.0,1.0,6.0,rock,0.137,0.699,0.883,0.0181,0.279,-4.991,0.0707,120.038,0.511
07OePkse2fcvU9wlVftNMl,215471.0,1127546.0,46.0,11.0,1.0,1.0,7.0,coreano,0.4175,0.558,0.5485,0.0278216,0.20320000000000002,-4.836,0.0333,137.381,0.461
07QEuhtrNmmZ0zEcqE9SF6,2327101.5,10491376.0,66.5,20.0,2.0,2.0,17.0,rock,0.0275,0.512,0.662,0.0,0.118,-6.797,0.0439,180.114,0.472
07UJz804RJxqNvxFXC3h9H,142248.0,1313669.0,51.0,20.0,5.0,1.0,8.0,sin genero,0.587,0.73,0.645,0.0,0.0937,-6.506,0.348,128.519,0.772
07V8t8EEwskMdjlXWulRsK,5698.4,42818.8,27.6,20.0,1.2,2.0,4.0,otro,0.186708,0.7505,0.8694999999999999,0.6815,0.08275,-8.0655,0.0953,134.49900000000002,0.4445
07XSN3sPlIlB2L2XNcTwJw,6258218.666666667,14475362.0,71.0,20.0,10.0,3.0,41.0,rock,0.13069999999999998,0.7110000000000001,0.8905000000000001,3.68e-05,0.06305,-6.060499999999999,0.0689,136.571,0.8845000000000001
07Y56gwdkeIu8RZpGy7tSZ,625.0,16366.5,21.0,4.0,3.0,2.0,8.0,country y folk,0.535,0.417,0.411,0.0,0.0906,-7.045,0.0433,207.269,0.58
07YZf4WDAMNwqr4jfgOZ8y,11922142.166666666,30884651.5,76.5,20.0,3.0,5.0,14.0,pop,0.07578,0.763,0.7904,0.0,0.18724000000000002,-4.1518,0.0491,115.0166,0.6926
07YivsJVCrmhhjzBcBtMGv,21286.0,292769.0,53.0,18.0,6.0,1.0,18.0,r&b,0.381,0.715,0.527,0.00125,0.0715,-6.488,0.0311,86.054,0.565
07n13C6YYI7HZbMmrV1ON4,73.0,8300.0,53.0,1.0,1.0,1.0,0.0,country y folk,0.0848,0.356,0.718,0.0,0.0973,-5.208,0.0545,79.333,0.618
085pc2PYOi8bGKj0PNjekA,4075912.0,11564995.0,73.0,20.0,1.0,1.0,23.0,pop,0.019,0.772,0.685,8.96e-05,0.131,-6.849,0.0696,130.039,0.501
08F3Y3SctIlsOEmKd6dnH8,1880556.0,10816202.0,71.0,20.0,11.0,1.0,54.0,country y folk,0.592,0.443,0.365,0.00484,0.0886,-11.829,0.0315,133.156,0.398
08GQAI4eElDnROBrJRGE0X,11243208.5,33387286.333333332,80.16666666666667,20.0,15.0,6.0,49.0,rock,0.23728000000000002,0.6429,0.5606,0.0414393,0.10535000000000001,-11.5421,0.033490000000000006,136.0212,0.7662
08J6v4qHZz06ua0qAicWmE,24472.571428571428,190590.85714285713,44.42857142857143,20.0,1.5714285714285714,2.0,9.0,coreano,0.7516,0.6224000000000001,0.264,0.033157914,0.15996000000000002,-10.5806,0.03926,98.8386,0.3102
08KbKkPqaYNFYM9R5eMjuM,33687.0,86647.0,41.0,14.0,6.0,1.0,5.0,coreano,0.718,0.742,0.54,0.0,0.102,-6.456,0.187,140.039,0.52
08Ld63UgKrJ0nZnCkzHtzc,813706.0,1827458.0,63.0,20.0,1.0,1.0,25.0,otro,0.0635,0.849,0.424,0.0,0.0834,-9.579,0.324,145.887,0.153
08PvCOlef4xdOr20jFSTPd,1037392.2857142857,17533861.07142857,72.78571428571429,20.0,1.3571428571428572,4.0,4.0,hip hop,0.09847142857142857,0.8017142857142857,0.5987142857142856,3.1614285714285715e-06,0.13401428571428572,-6.802999999999999,0.14312857142857144,116.13014285714287,0.4220285714285715
08Uextujt6ZT2iQmSYAJfH,30584.0,419568.0,44.0,20.0,1.0,3.0,8.0,country y folk,0.7535000000000001,0.5575,0.521,2.596e-05,0.108,-9.802,0.0543,126.25999999999999,0.388
08Ut1tYxtmgIInVyQqohkM,349539.0,1795348.0,55.0,20.0,1.0,1.0,14.0,electronica,0.0673,0.647,0.774,0.00771,0.135,-8.665,0.087,121.996,0.572
08erObvNX7rs7d4pbuaRCQ,7563.5,722384.0,51.0,12.0,1.0,1.0,13.0,otro,0.192,0.819,0.63,0.0,0.115,-3.403,0.0503,95.014,0.763
08fvWshbReeOVorxMtddh2,16032.0,105490.0,31.0,18.0,1.0,1.0,7.0,country y folk,0.0312,0.479,0.97,0.0,0.0719,-2.651,0.0725,152.051,0.76
08gM7TMuG3DTBmWUuH0w8T,59434.0,64123.0,40.0,14.0,1.0,1.0,3.0,hip hop,0.622,0.938,0.478,0.00571,0.108,-7.099,0.266,121.999,0.683
08kLJJHCIH3KZGk4FZmWSK,69121.0,123854.0,35.0,8.0,1.0,1.0,66.0,pop,0.829,0.252,0.461,0.000455,0.0808,-4.97,0.0378,206.796,0.382
08v1r0jqDyvSo2LtSqHxcy,91445.0,585994.0,45.0,20.0,1.0,1.0,7.0,hip hop,0.233,0.786,0.695,0.0275,0.0881,-4.757,0.0477,120.014,0.839
0994Up3Ob4zUFm3OFOWpzJ,60409.666666666664,1578537.6666666667,51.666666666666664,20.0,1.0,2.0,6.0,rock,0.3312,0.6094999999999999,0.788,0.42504745,0.3545,-5.7645,0.17254999999999998,78.07499999999999,0.777
099J9XcZ0A8kXtBANb5WCs,13979.0,2342823.0,55.0,6.0,2.0,1.0,6.0,otro,0.834,0.793,0.537,0.00256,0.326,-7.123,0.0338,120.012,0.778
099tLNCZZvtjC7myKD0mFp,273305.0,262731.0,46.0,20.0,1.0,1.0,34.0,hip hop,0.0267,0.837,0.774,0.0,0.365,-8.707,0.265,91.174,0.671
099toTcKJoywTosZr2hHjy,163914.35714285713,1165049.4285714286,51.57142857142857,20.0,3.0,3.0,16.0,country y folk,0.554,0.6035,0.6014999999999999,0.002689,0.20299999999999999,-8.1835,0.04695,122.90299999999999,0.5505
09A6IffSw0t8L8sfuOCVws,1602053.5,570981.0,49.0,20.0,6.0,1.0,30.0,pop,0.669,0.458,0.576,0.0,0.129,-7.432,0.0952,151.908,0.463
09C3CKFxKEw1n1Z7kvT3jb,65402.0,349348.0,42.0,20.0,1.0,1.0,5.0,otro,0.0642,0.489,0.821,0.079,0.11,-3.447,0.0722,172.208,0.243
09KZU0NsS7jRa5p0SflmGY,66871.0,4094954.0,65.0,20.0,12.0,1.0,1.0,instrumental,0.9491999999999999,0.2562,0.15688,0.0352582,0.09387999999999999,-18.128,0.0424,98.6048,0.14384
09KeT4dkVIveN5OpVOCPeU,459.0,842.0,23.0,9.0,1.0,1.0,8.0,coreano,0.00604,0.856,0.641,2.69e-06,0.0817,-3.691,0.135,155.045,0.673
09TMRjnEN1r9vDFa4XmbbG,10096.0,114655.0,33.0,18.0,1.0,1.0,5.0,otro,0.00838,0.809,0.718,0.0,0.063,-5.419,0.0864,102.536,0.611
09WaGi6h0LCbBFdKsjBMdk,1033.0,52186.0,30.0,14.0,1.0,1.0,6.0,instrumental,0.913,0.51,0.583,0.941,0.116,-11.465,0.0316,94.023,0.293
09Z51O0q4AwHl7FjUUlFKw,239610.0,793637.0,52.0,20.0,2.0,1.0,22.0,rock,0.018355,0.42200000000000004,0.7909999999999999,0.001495,0.1785,-4.332000000000001,0.0571,116.30600000000001,0.3435
09agIJMxCD2k87ys9Al0f0,203779.8,6692597.4,66.4,20.0,1.0,4.0,3.0,electronica,0.10504,0.7163999999999999,0.7062,0.008721902,0.2325,-5.7946,0.13506,133.7718,0.46878000000000003
09b4q9Vfmuvxb8LuOrhp7W,17835.5,164069.5,35.5,20.0,1.0,1.0,8.0,country y folk,0.13,0.8975,0.8925000000000001,0.006875000000000001,0.1815,-7.4265,0.0302,125.04,0.9704999999999999
09hVIj6vWgoCDtT03h8ZCa,2087796.5,3808586.3333333335,63.833333333333336,11.0,3.0,3.0,34.0,hip hop,0.07748,0.8283333333333335,0.6596666666666667,0.08878759666666668,0.12396666666666667,-8.381333333333332,0.25833333333333336,99.122,0.6826666666666666
09kCHZp9iFO2FJNb9lR6G5,125722.0,500704.0,50.0,20.0,1.0,1.0,5.0,otro,0.7565,0.5065,0.305,0.0,0.11599999999999999,-9.4315,0.03925,149.91500000000002,0.395
09kXLeOXRyfNQMXRaDO4qA,173525.5,653746.5,45.0,20.0,3.0,2.0,7.0,pop,0.0454,0.684,0.765,1.35e-05,0.0934,-5.816,0.0434,89.997,0.55
09mGQqsZ1C5wVCsjycNaIg,16392.5,100358.0,34.25,19.0,1.0,1.0,6.0,otro,0.064,0.75,0.581,0.000483,0.0858,-8.302,0.0331,118.064,0.441
09mvgMBvJkxarNIDGdwPWg,199938.0,1127546.0,42.0,20.0,3.0,1.0,39.0,rock,0.00548,0.698,0.567,0.234,0.147,-13.968,0.0296,118.826,0.919
09wVtuZNFaYTjO4bDX8fKE,652.0,1344.0,5.0,20.0,1.0,1.0,6.0,country y folk,0.678,0.757,0.481,0.0,0.158,-5.267,0.0366,119.872,0.366
