dates,ids,names,monthly_listeners,popularity,followers,genres,first_release,last_release,num_releases,num_tracks,playlists_found,feat_track_ids,followers_zscore,monthly_listeners_zscore
2024-05-09,1xOiGoYkm1zgqwXLsvQA90,oygli,19082.0,28.0,3152.0,korean underground rap,2020.0,2023.0,5.0,1.0,KrOWN,"57nnZaaaBycx0Z3VyCarKI, 0GMDjxPXguv0zKISWTDhhF, 57nnZaaaBycx0Z3VyCarKI, 0GMDjxPXguv0zKISWTDhhF",-0.30602948479519165,-0.5028848426072763
2024-04-15,59oA5WbbQvomJz2BuRG071,jungle,13598121.0,76.0,1312031.0,"indie soul, uk contemporary r&b",2014.0,2024.0,20.0,1.0,Good Vibes,19kHhX6f6EfLU7rcO3RqjO,-0.1623341197292693,0.4926010787179814
2024-04-09,0lgENJQUkqkDbpsTYEayOr,junny,1295326.0,57.0,368749.0,korean r&b,2017.0,2023.0,20.0,2.0,KrOWN,1riVuC1J7WRgJhG5WrtXI4,-0.2658923946730291,-0.4093227772670241
2024-05-03,2ZmerElhvxg8uVKCmlZ4ij,away,217383.0,37.0,21164.0,traprun,2018.0,2024.0,20.0,1.0,Bass Arcade,"4Ic4NFdhUifY28MXwwlU51, 4Ic4NFdhUifY28MXwwlU51",-0.30405203621853377,-0.4883473003198788
2024-04-25,2xvtxDNInKDV4AvGmjw6d1,bladee,1285855.0,64.0,471012.0,"cloud rap, drain, glitchcore, underground hip hop",2014.0,2024.0,20.0,3.0,Internet People,"5cXQjDLQbbuQqJBRKvJqjW, 5cXQjDLQbbuQqJBRKvJqjW",-0.25466544465111235,-0.4100171008609744
2024-04-08,2hlmm7s2ICUX0LVIhVFlZQ,gunna,33680324.0,84.0,6948734.0,"atl hip hop, melodic rap, rap, trap",2016.0,2024.0,20.0,1.0,Get Turnt,"0ZBg0OsGKgZajDgFtryiz7, 4rXLjWdF2ZZpXCVTfWcshS, 0ZBg0OsGKgZajDgFtryiz7",0.4564916810920287,1.9648371004052196
2024-04-18,5KKpBU5eC2tJDzf0wmlRp2,raye,32920726.0,79.0,163448.0,"uk contemporary r&b, uk pop",2023.0,2024.0,20.0,2.0,EQUAL,"7JgNAnCjJvL8hBR1kmCOFF, 5mHdCZtVyb4DcJw8799hZp, 7JgNAnCjJvL8hBR1kmCOFF, 7JgNAnCjJvL8hBR1kmCOFF, 5mHdCZtVyb4DcJw8799hZp, 7JgNAnCjJvL8hBR1kmCOFF",-0.28843137814163006,1.909150603380885
2024-05-09,1uNFoZAHBGtllmzznpCI3s,justin bieber,75190473.0,86.0,74774924.0,"canadian pop, pop",2009.0,2023.0,20.0,1.0,Mother's Day,"4xDbvfk975nr05ctWgS8Nq, 52NGJPcLUzQq5w7uv4e5gf, 6I3mqTwhRpn34SLVafSH7G, 5HCyWlXZPP0y6Gqq8TgA20, 52NGJPcLUzQq5w7uv4e5gf, 5HCyWlXZPP0y6Gqq8TgA20, 5HCyWlXZPP0y6Gqq8TgA20, 5YABYtKx9qa56vBjlXDbmw, 5YABYtKx9qa56vBjlXDbmw",7.902794305765978,5.007966214447364
2024-05-03,6veh5zbFpm31XsPdjBgPER,bia,6748455.0,63.0,568449.0,"rap latina, trap queen",2020.0,2024.0,20.0,1.0,Westside Story,"3I23NiySJ2e5j7T1s3Q6XL, 7mobUfp1aL8A6CdugCMWft, 2m4k5snVJgpZ7yPYKnw1Wm",-0.24396831734910177,-0.009551250970466526
2024-04-30,3jOstUTkEu2JkjvRdBA5Gu,weezer,14992648.0,70.0,3485318.0,"alternative rock, modern power pop, modern rock, permanent wave, rock",2004.0,2022.0,20.0,24.0,Alternative Beats,3OyRfX2JGBCPWoQsYBFqQu,0.07626033312544316,0.5948345280370346
2024-04-09,57okaLdCtv3nVBSn5otJkp,hyukoh,432378.0,49.0,531579.0,"korean indie folk, korean r&b",2014.0,2023.0,16.0,6.0,K-Folk/Acoustic,66UcQu5LBo2A7AC0A5r0lI,-0.24801609266674424,-0.47258591281260937
2024-04-25,7IfculRW2WXyzNQ8djX8WX,erykah badu,4444468.0,65.0,2858897.0,"afrofuturism, alternative r&b, neo soul, r&b",1996.0,2019.0,19.0,5.0,Gold School,"4pdLZsxq0y5oJDb6Cxlokw, 4pdLZsxq0y5oJDb6Cxlokw",0.007488663414216868,-0.17845765306684583
2024-04-12,4ocdD0Bi1syVqLs1GiHqQ9,mixtape madness,2486192.0,61.0,286854.0,"melodic drill, uk drill, uk hip hop",2024.0,2024.0,20.0,1.0,100,5EBKB0TvJ6BeggcaWozv0x,-0.2748832425069952,-0.3220198144296006
2024-04-26,15xvsJMf8phaNa1LYvL9Qv,john dahlbäck,385557.0,41.0,116479.0,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, swedish house",2005.0,2024.0,20.0,3.0,New Music Friday Sweden,"1ORyw3VGzs2mAXZvJCXXIL, 1ORyw3VGzs2mAXZvJCXXIL, 1ORyw3VGzs2mAXZvJCXXIL, 1ORyw3VGzs2mAXZvJCXXIL, 1ORyw3VGzs2mAXZvJCXXIL, 1ORyw3VGzs2mAXZvJCXXIL",-0.29358787282278953,-0.4760183829839057
2024-04-08,20sxb77xiYeusSH8cVdatc,meek mill,13482884.0,74.0,7758145.0,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",2011.0,2024.0,20.0,1.0,Get Turnt,1wMxLpODBBQMC6CiIBIV8e,0.5453529197041336,0.4841529984734399
2024-04-16,699OTQXzgjhIYAHMy9RyPD,playboi carti,59023790.0,89.0,10432297.0,"atl hip hop, plugg, pluggnb, rage rap, rap",2017.0,2024.0,10.0,1.0,No Cap,"28drn6tQo95MRvO0jQEo5C, 3w0w2T288dec0mgeZZqoNN, 28drn6tQo95MRvO0jQEo5C, 42VsgItocQwOQC3XWZ8JNA",0.8389348687473732,3.8227788590661484
2024-04-03,0HPUKxAUxQpN3JwJJyIHpp,lilly eaton,1127546.0,33.0,286.0,background piano,2021.0,2024.0,8.0,2.0,Intense Studying,0ag92nW0SFgRFtFPk34u6y,-0.3063441287892346,-0.4216228102723017
2024-04-03,2BDEX7NzONc6kAxVXu9lBa,dominique charpentier,859540.0,50.0,8843.0,neo-classical,2014.0,2024.0,20.0,1.0,Perfect Concentration,1xmewsAY1ziBPsWcUV2uCL,-0.3054046979947386,-0.4412704598468185
2024-05-02,5pKCCKE2ajJHZ9KAiaK11H,rihanna,84491252.0,87.0,59593978.0,"barbadian pop, pop, urban contemporary",2005.0,2022.0,20.0,6.0,Throwback Thursday,"60jzFy6Nn4M0iD1d94oteF, 07gLSfLyr23jSKaUpRgR1B",6.236153174296946,5.689810824500962
2024-04-11,7LjXznzJeKuvjRbNcBWd6Z,wolfacejoeyy,348569.0,49.0,37198.0,pluggnb,2022.0,2024.0,20.0,1.0,Fresh Finds Hip-Hop,"7eWKbchJXbuMc3SoLsLWa4, 7eWKbchJXbuMc3SoLsLWa4",-0.30229174249889507,-0.47872999116604426
2024-04-12,7k29FbDq69ju2fe6zTskxY,orbit culture,352930.0,52.0,147691.0,"melodic death metal, swedish melodeath",2013.0,2023.0,20.0,1.0,Sin dato,3LmcjJ7e4tlRqwYs2VNRq0,-0.2901612613984809,-0.4784102841453266
2024-04-05,6XmbeFgAh0itkfnnLXza1J,ozz6y,116606.0,38.0,12223.0,"swedish gangsta rap, swedish hip hop, swedish trap pop",2018.0,2024.0,18.0,1.0,100,363KRbe2729Yyrwecc8PKh,-0.3050336244776887,-0.49573531096580115
2024-05-09,43NRWiAqxHBNVOUqmPFHMz,sol chyld,112101.0,31.0,29563.0,rap,2019.0,2024.0,16.0,1.0,Fresh Finds Hip-Hop,"4a0FB9DqWyo5Bqe7rDteya, 4a0FB9DqWyo5Bqe7rDteya",-0.3031299514641839,-0.49606557469621465
2024-05-08,2MnMuRYL9qsGvWPsZGeDGQ,f.hero,1421881.0,52.0,510820.0,"thai hip hop, thai trap",2019.0,2024.0,20.0,1.0,K-Pop X-Overs,6pSCLFRN1QIJ4Rn0CDGwUC,-0.2502951208148034,-0.40004496896458697
2024-05-02,34QizBjxVeMcA5HlZpKxxE,portraits of tracy,140250.0,34.0,11381.0,"indie , pop",2020.0,2023.0,13.0,1.0,Feel Good Dinner,7dkPG811ZnHikb319Jzskd,-0.3051260635017585,-0.4940019578821393
2024-05-07,2xK3hBpuuHSxmHr96TzgDO,toledo,288840.0,38.0,24141.0,"brooklyn indie, chill dream pop",2017.0,2024.0,15.0,1.0,Indie Chillout,2OjZhG8BnvrsVWqGnZk4PO,-0.30372520608236286,-0.483108753064794
2024-04-12,3x40gUmHnUECMVSv2O2WgY,hamzeh,61144.0,28.0,2124.0,Sin género,2020.0,2023.0,20.0,4.0,Trance Mission,4GYgmLTLMr48qUzsQ4i9XQ,-0.3061423438412057,-0.49980125702932904
2024-04-25,5enwJ9yOnKlCP91ov4Dqhv,punchnello,238619.0,42.0,153711.0,"k-rap, korean r&b",2016.0,2024.0,15.0,3.0,KrOWN,"5kMDKlRMO3MNeCKt73Ab7i, 5kMDKlRMO3MNeCKt73Ab7i",-0.2895003553119009,-0.4867904788816854
2024-04-04,7c1HgFDe8ogy5NOZ1ANCJQ,"car, the garden",1127546.0,50.0,174928.0,"k-indie, korean pop",2013.0,2024.0,20.0,2.0,Korean OSTs,"0LDUgztmj4MrekZcgx5FrY, 30tYWTkLIQtZWnRIOqcHnJ, 7wLJ4xzxNss5abZ1kXs242",-0.2871710456044308,-0.4216228102723017
2024-04-07,2TzHIUhVpeeDxyJPpQfnV3,katrina & the waves,6466933.0,62.0,97187.0,new wave pop,1985.0,2023.0,12.0,1.0,Guilty Pleasures,05wIrZSwuaVWhcv5FfqeH0,-0.2957058462816438,-0.030189765046707798
2024-05-08,2pLiht9WILwFOx7VoxQQJJ,jacques blanc,183615.0,37.0,172.0,background piano,2021.0,2023.0,4.0,1.0,Classical Sleep,14wPl9Hv5LFqZZdz2AbwRL,-0.30635664428655524,-0.490822848743542
2024-04-12,4ThA3BeHNucwqI7wKyKS8h,janet baker,66286.0,32.0,6154.0,"classical mezzo-soprano, opera",2002.0,2023.0,20.0,15.0,Opera Classics,1zKQKNPDDsyXKZOM1u70dC,-0.30569991003241537,-0.49942429452060844
2024-04-06,1dLWg6m8RRhizsdqJbhyj3,quiet riot,2730284.0,57.0,1768158.0,"album rock, classic rock, glam metal, hard rock, metal, rock",1983.0,2022.0,20.0,2.0,Heavy Metal,3vV3cr2TpPqFk07zxYUbla,-0.11225818774363584,-0.30412531176942526
2024-04-03,1r43wW70tnGUauQYvY5w48,bennett,13437506.0,72.0,135011.0,hypertechno,2021.0,2024.0,7.0,1.0,Main Stage,5fIZ683j2xPeLAXfHeWKEG,-0.2915533360127393,0.4808263153305535
2024-04-28,7tYKF4w9nC0nq9CsPZTHyP,sza,68940676.0,87.0,19392528.0,"pop, r&b, rap",2014.0,2024.0,20.0,1.0,'fit check,"2GAhgAjOhEmItWLfgisyOn, 08SB2OtZkaliju77WYEKxk, 5YABYtKx9qa56vBjlXDbmw, 7Bar1kLTmsRmH6FCKKMEyU, 34ZAzO78a5DAVNrYIGWcPm, 2GAhgAjOhEmItWLfgisyOn, 08SB2OtZkaliju77WYEKxk, 5YABYtKx9qa56vBjlXDbmw, 7Bar1kLTmsRmH6FCKKMEyU, 34ZAzO78a5DAVNrYIGWcPm",1.8226344044722145,4.549790571484645
2024-05-01,0CaWnepnGfVPs8uNwOzav6,zouhair bahaoui,797881.0,50.0,967177.0,"moroccan pop, rif",2018.0,2024.0,20.0,1.0,Yalla,2qxPBeL2Q8jRnDv6EPK18A,-0.2001939382644002,-0.4457907109796854
2024-04-16,3Rxm9TaXZGuQRw2B91Ap22,boycold,62837.0,35.0,47661.0,k-rap,2018.0,2024.0,7.0,1.0,KrOWN,1GnC5Vv0iJ3eTnsWtMFG4X,-0.3011430613720035,-0.49967714237991945
2024-04-16,34me8hAxavRmcDIwhxa3b7,dent may,7517293.0,66.0,38855.0,"indie fuzzpop, mississippi indie",2007.0,2024.0,19.0,6.0,Good Vibes,6RiiSy9GzSwiyDEJDiMuKe,-0.30210982864748925,0.046812634926014694
2024-04-22,7Db8AKNMsmpj2CN9H8lVxH,justin champagne,797393.0,49.0,80674.0,"modern country pop, redneck",2018.0,2024.0,20.0,1.0,Wild Country,"5vELSiqWSrJTOLuj4lTiPS, 5vELSiqWSrJTOLuj4lTiPS",-0.29751872704704196,-0.4458264864958767
2024-04-29,5t5FqBwTcgKTaWmfEbwQY9,enhypen,9206093.0,75.0,8499927.0,"anime, k-pop boy group",2021.0,2024.0,20.0,1.0,Hallyu Boy Bands,"7mpdNiaQvygj2rHoxkzMfa, 2YmfV4lAjrAQvuggKCUX6m, 1wcr8DjnN59Awev8nnKpQ4, 0UzymivvUH5s8z4PeWZJaK, 3MOa6IKagO2lT9n0sI8fZQ, 4NxbUHGeXsQgxvR8YKbHjC, 3MOa6IKagO2lT9n0sI8fZQ",0.6267895042083773,0.1706193803027748
2024-04-03,0rZp7G3gIH6WkyeXbrZnGi,novo amor,8883960.0,72.0,1093621.0,"ambient folk, indie folk, modern indie folk",2014.0,2024.0,16.0,4.0,Creativity Boost,6i8GiLfa1PAwKl4SBfpFVt,-0.18631227560467728,0.1470036541608682
2024-04-16,6HWqfAvhFGVzX04XxDZBVw,aksel krystad,332950.0,44.0,465.0,"classical , contemporary",2018.0,2023.0,20.0,1.0,Peaceful Piano,5w3O0ONMHCM9YmTS96fplL,-0.30632447726274,-0.47987502761561773
2024-04-24,0JkfcKhoGCGKSBxSRGaRDh,grimm lynn,193524.0,35.0,16029.0,indie r&b,2018.0,2024.0,13.0,1.0,Next Wave Soul,"4y4WjTFKiPDtFRCobVIC39, 4y4WjTFKiPDtFRCobVIC39",-0.30461578252328275,-0.4900964151576003
2024-04-03,5t5FqBwTcgKTaWmfEbwQY9,enhypen,1127546.0,79.0,8278337.0,Sin género,2021.0,2024.0,20.0,1.0,Hallyu Boy Bands,"7mpdNiaQvygj2rHoxkzMfa, 2YmfV4lAjrAQvuggKCUX6m, 3MOa6IKagO2lT9n0sI8fZQ, 1wcr8DjnN59Awev8nnKpQ4, 0UzymivvUH5s8z4PeWZJaK",0.6024622318287626,-0.4216228102723017
2024-04-26,5dqKDhDTrjMvSExBmfMNeH,vastive,111399.0,35.0,11108.0,"dubstep, gaming dubstep",2022.0,2024.0,20.0,1.0,Dubstep Don,"2ECMO2A2qQh6CMdxT8fHGO, 2ECMO2A2qQh6CMdxT8fHGO, 2ECMO2A2qQh6CMdxT8fHGO",-0.3051560348242895,-0.4961170386559816
2024-04-02,2gsggkzM5R49q6jpPvazou,jessie j,18363270.0,72.0,11516791.0,"dance pop, pop",2011.0,2023.0,20.0,1.0,Feel Good Acoustic,3GoAxXQ1JATxMJAtIT7hnX,0.9579961121791972,0.8419364582332128
2024-04-12,45gHcnDnMC15sgx3VL7ROG,42 dugg,7443193.0,71.0,1083100.0,"detroit trap, southern hip hop, trap",2019.0,2024.0,20.0,1.0,Out The Mud,"1aTqmtFNinvLcosIriC8lA, 1WzuY075zswuk0pgMNrqCT, 391Fi42HNOsMuQPnpfVNfm, 0Yn7YAYQVEtOZYJDhRN1Le, 4fSvurzElRi0jYgmqReno0",-0.18746732426529342,0.041380328061721754
2024-05-09,4XPttwv3iZzydK67YRl8tL,plàsi,355000.0,41.0,21630.0,"modern indie folk, swedish folk pop, swedish indie folk",2018.0,2024.0,20.0,6.0,Nordic Folk,"0VFbizmhEILidyQBvPOjCx, 0JA8jQG6oVRsOzdsc0iiJc, 0PSSz0R58WstAQk7Ui0GUs",-0.3040008763786092,-0.4782585314434496
2024-04-03,196lKsA13K3keVXMDFK66q,the avett brothers,2317084.0,60.0,974968.0,"indie folk, new americana, north carolina indie, north carolina roots, progressive bluegrass, stomp and holler",2002.0,2024.0,20.0,2.0,Sunrise Run,0KKist1jJYO17nOqtO1sb2,-0.19933860282909366,-0.3344172037576283
2024-04-03,3K2Srho6NCF3o9MswGR76H,bakar,8307891.0,68.0,538682.0,uk alternative hip hop,2018.0,2023.0,20.0,6.0,Creativity Boost,4udjo5nLK61pKajakfrndc,-0.24723628935561828,0.10477175695430448
2024-04-06,5eTq3PxbOh5vgeRXKNqPyV,the runaways,1442356.0,52.0,400263.0,"early us punk, protopunk, riot grrrl",1976.0,2010.0,6.0,10.0,Is it New Wave?,7cdnq45E9aP2XDStHg5vd7,-0.26243262815932733,-0.3985439368047165
2024-04-04,0CqDF46d81NfjoRM74rPtl,pontus de bjorn,198973.0,38.0,523.0,Sin género,2020.0,2024.0,11.0,1.0,Intense Studying,5ahumDIhhAggyOmPzPMscT,-0.30631810972901546,-0.48969694633029215
2024-05-08,1hQuWl1dueM7ChRUZRn05z,opus iii,1567361.0,50.0,18844.0,"ambient house, dream trance, hip house",1992.0,2023.0,3.0,1.0,Cardio,"6tifCCTIVBLC2TmTquYG7G, 6tifCCTIVBLC2TmTquYG7G",-0.3043067375675148,-0.38937975975247713
2024-04-04,4GJ6xDCF5jaUqD6avOuQT6,fifty fifty,9506440.0,67.0,1539505.0,Sin género,2022.0,2023.0,11.0,4.0,Satang Mix (사탕 믹스),36ylDwMUz1EqrdbfBF8vC7,-0.13736087203180788,0.19263796424028887
2024-04-11,4uClxFda8FlqQEMNkL7HH3,jzac,342998.0,46.0,55337.0,"deep underground hip hop, indie pop rap",2015.0,2024.0,20.0,1.0,Fresh Finds Hip-Hop,"4F2uvGqf6AYvtMyOIs3Yqt, 4F2uvGqf6AYvtMyOIs3Yqt",-0.3003003512190818,-0.47913840387240025
2024-04-16,42vzUzUtpdNGFYxqgVcXl1,christian janssen,987878.0,53.0,528.0,background piano,2022.0,2024.0,20.0,1.0,calm vibes,"1Q2ih8UwOirSbXp9Nb4QV4, 1Q2ih8UwOirSbXp9Nb4QV4, 1F0zXMBvMOK2MgpLWD1knU, 4mbhsk7uTmqPYSpUKRICne, 4KVimA013KuiiMWHbSft1q",-0.3063175608036944,-0.4318619389514119
2024-04-24,21YCHE0ZFflbHVTsyrCpgh,debbii dawson,454433.0,41.0,26782.0,country,2023.0,2024.0,4.0,5.0,Singled Out,"0kY86R5mW1Js0jymCs8Wfp, 0kY86R5mW1Js0jymCs8Wfp",-0.3034352637277685,-0.4709690500880212
2024-04-30,6DaZsLPQ6JeHURwrrSY0cB,rohat,64098.0,32.0,3426.0,norwegian trap,2020.0,2024.0,20.0,1.0,100,235DE6cdtxUTydTlDTwEpb,-0.3059994036875965,-0.4995846978595973
2024-04-10,7ypPN35cJ9wfF2Zs7aYS33,dillistone,1376328.0,54.0,16733.0,pop edm,2020.0,2024.0,20.0,1.0,Heart Beats,"1ludJD4Vbpy7LRrHDStEkB, 1ludJD4Vbpy7LRrHDStEkB",-0.30453849383807474,-0.40338448144217315
2024-04-18,25uiPmTg16RbhZWAqwLBy5,charli xcx,12524279.0,77.0,3108239.0,"art pop, candy pop, metropopolis, pop, uk pop",2013.0,2024.0,20.0,6.0,Confidence Boost,"01TnMXIy7mJJQ7E8uy937N, 01TnMXIy7mJJQ7E8uy937N",0.03486269089595293,0.4138772019600048
2024-04-29,1us57VQ78Hp3nvNoPyozqF,ag sintonia project,145127.0,35.0,631.0,ambient,2023.0,2024.0,20.0,1.0,Ambient Relaxation,3ZKOanKZHi3CGawcnXMk2y,-0.30630625294208014,-0.49364442265167835
2024-04-28,3H7pODXycF821OnRyAw2VT,911,257000.0,37.0,166823.0,boy band,1997.0,2023.0,6.0,1.0,Ultimate Boybands,"2tCrepYvlN3u0XUjDexGx2, 2tCrepYvlN3u0XUjDexGx2",-0.2880608535499012,-0.485442958875308
2024-04-18,32kPQzj1rk4nnGIIJpIUic,ceres,7533989.0,67.0,7372.0,hypertechno,2023.0,2024.0,20.0,1.0,Main Stage,"6c7BB9OiD0Wu596pW4L1f7, 6c7BB9OiD0Wu596pW4L1f7",-0.3055661918242003,0.04803662676685457
2024-04-26,3Zdda3wic9zbMrYwKDcDBV,liam purcell & cane mill road,3000.0,8.0,623.0,"country , rock , traditional",2020.0,2024.0,6.0,1.0,Indie Bluegrass,"7m8LF6U3aa7jH6f7jULYBU, 7m8LF6U3aa7jH6f7jULYBU, 7m8LF6U3aa7jH6f7jULYBU",-0.30630713122259384,-0.504063821810941
2024-05-09,3yQMCDmPQPJlf6xJMzcnZL,chow lee,401939.0,48.0,17361.0,nyc rap,2018.0,2024.0,20.0,1.0,Fresh Finds Hip-Hop,"2u0I3ZqpAoj59pfYAfFyTs, 2u0I3ZqpAoj59pfYAfFyTs, 2u0I3ZqpAoj59pfYAfFyTs, 09Hd4FJEuSAWVvv4W152Wg, 2fSad0CA0zitpRWsZWKvwq, 09Hd4FJEuSAWVvv4W152Wg",-0.30446954881774707,-0.4748174106350414
2024-04-16,3NLvXOZtSYiCwXc24os7Wh,michiel borstlap,249310.0,47.0,6545.0,dutch jazz,2004.0,2022.0,20.0,7.0,Focus Piano,5JSQc1Anz5HWLZUpMbmMh1,-0.3056569840723069,-0.48600671649725685
2024-04-24,1bt3qLrv0clLAZStcQf4zy,tara lily,63267.0,27.0,7133.0,british soul,2018.0,2024.0,10.0,1.0,Next Wave Soul,"702iObycXld7AL2LQpTpUc, 702iObycXld7AL2LQpTpUc",-0.3055924304545479,-0.4996456188718001
2024-04-11,0jd43OPsT2l0NAXUSBY7xC,ava crown,513139.0,48.0,8370.0,hypertechno,2023.0,2024.0,10.0,1.0,Main Stage,"1sjliewWkSOKKvEVYHPqUk, 1sjliewWkSOKKvEVYHPqUk",-0.3054566263301128,-0.46666528481440206
2024-04-10,27zmUjQFgOyAfNtp48I9ZT,ryan wright,16496.0,19.0,2409.0,indie,2019.0,2024.0,14.0,1.0,Fresh Finds Rock,"7MVKn2P8MTEuGsnp5vn1GB, 7MVKn2P8MTEuGsnp5vn1GB",-0.30611105509790415,-0.5030744235188965
2024-04-15,65c5si0ePAwkOCn4M35Ho7,sérgio mendes,5418446.0,61.0,192249.0,"bossa nova, brazilian jazz, samba",1969.0,2020.0,20.0,10.0,Good Vibes,6yW6Q8ZPgDBQA1yHWL4Jmh,-0.2852694585071462,-0.10705485448290099
2024-04-16,53Yqe3arWNbYQCw4kk1Qmv,bernard park,55767.0,29.0,11503.0,k-pop ballad,2014.0,2024.0,18.0,3.0,Korean OSTs,"3iclBTy2seRGoHq71GCJ6e, 3iclBTy2seRGoHq71GCJ6e",-0.3051126697239242,-0.5001954475017892
2024-05-09,0Rw1qXuXVii6ZllsXCWKi7,money mu,56847.0,27.0,15247.0,"atl hip hop, atl trap, memphis hip hop",2019.0,2024.0,20.0,2.0,Fresh Finds Hip-Hop,"5kpnHcXBVgGRFRfHERO9oK, 5kpnHcXBVgGRFRfHERO9oK",-0.3047016344434996,-0.5001162721790708
2024-05-02,3iyja6ErhSJ4NplEsdlzyE,valé,23433.0,23.0,6650.0,pop,2021.0,2024.0,19.0,1.0,Fresh Finds,5PThZUzaBqA9l4J4CDW0Cm,-0.30564545664056425,-0.5025658686913985
2024-04-06,46xBNx0j6cwY6sD9LgMTm1,rosa linn,15561133.0,69.0,355669.0,alt z,2021.0,2024.0,11.0,1.0,Daily Lift,76OGwb5RA9h4FxQPT33ekc,-0.26732838331297387,0.6365104385329533
2024-04-22,6q3p11nP1p80Ey6LrOOSed,hit-boy,1127546.0,53.0,85592.0,drumless hip hop,2017.0,2024.0,20.0,1.0,KrOWN,"4PBYhNbFFXPcwXYUCMUTeF, 4PBYhNbFFXPcwXYUCMUTeF",-0.2969788041012279,-0.4216228102723017
2024-04-19,3gg70JN79TXhAqklizHOva,lobonabeat!,234282.0,42.0,10925.0,"k-rap, korean underground rap",2019.0,2023.0,16.0,6.0,KrOWN,"5eC84hN3UbRhSfnJLdUNLv, 4Gd8naJXmwUaSIAYIClxgh, 0GMDjxPXguv0zKISWTDhhF, 5eC84hN3UbRhSfnJLdUNLv, 4Gd8naJXmwUaSIAYIClxgh, 0GMDjxPXguv0zKISWTDhhF",-0.305176125491041,-0.48710842645078717
2024-05-08,2uFUBdaVGtyMqckSeCl0Qj,ludovico einaudi,8808587.0,75.0,3398004.0,"compositional ambient, neo-classical",2019.0,2024.0,20.0,12.0,Peaceful Piano,"1ymzdmQYjO3ThdlToYZnTq, 1ymzdmQYjO3ThdlToYZnTq, 5RWA30VaTsYkFrkzxKL3aK, 6eir7TDacjXjFscPxDFHC4",0.06667456002849077,0.1414780230504451
2024-04-29,6gFeBMvafy8NNfpc1L0HTK,nash parker,350332.0,42.0,32.0,ambient,2024.0,2024.0,9.0,1.0,Unknown,5ifrdxWbJe28clmwSGo8sH,-0.3063720141955455,-0.47860074478275483
2024-04-26,7lIBLhQHKay3r1xtO3VtWT,cajmere,475978.0,42.0,163448.0,"chicago house, classic house, deep house, footwork",1992.0,2022.0,10.0,1.0,Housewerk,"7IJP1vVnqU5mV2hYUbZrlX, 7IJP1vVnqU5mV2hYUbZrlX, 7IJP1vVnqU5mV2hYUbZrlX",-0.28843137814163006,-0.46938957571027234
2024-05-07,4E2rKHVDssGJm2SCDOMMJB,doechii,8826813.0,53.0,457556.0,alternative r&b,2019.0,2024.0,20.0,1.0,'fit check,"5MA0iU2dyAFwWUzfyrk2di, 1NNwTBL6vDgSw14UDGWOte",-0.2561427124752023,0.14281417993180276
2024-05-07,5z9wLR0RGBcWMXr4fCZW0K,greentea peng,1378701.0,52.0,361746.0,"alternative r&b, uk contemporary r&b",2020.0,2024.0,20.0,1.0,'fit check,1d9p7cxhZFhW2OraawvKuy,-0.26666121947773347,-0.4032105156636446
2024-04-11,4YLUMAgNyttwx4hUHgtBtR,blue lab beats,325762.0,45.0,66953.0,"indie jazz, indie soul, neo r&b, uk contemporary jazz",2018.0,2024.0,20.0,1.0,Morning Rhythm,"1ofGBwyRKtNKRi6NXRz1tg, 0yllAviuNZVu1s1HPC7uhV, 1ofGBwyRKtNKRi6NXRz1tg, 0yllAviuNZVu1s1HPC7uhV",-0.2990250879131492,-0.48040198337459933
2024-04-13,2p4aN0Uxkk3iT3HK0cJ2cJ,tokischa,9477651.0,69.0,978236.0,"rap latina, trap dominicano",2022.0,2024.0,20.0,1.0,Inspiring Latinas,1ahCrpeTt94LL7y1aXw0Y8,-0.1989798252392359,0.19052742871645445
2024-04-10,58R31AvN8JMHM7xkNpVLjX,alexis ffrench,1623467.0,53.0,156488.0,neo-classical,2006.0,2024.0,20.0,2.0,Classical Sleep,"2xEVhZew6VihAm4buanz2P, 2xEVhZew6VihAm4buanz2P",-0.28919548218857316,-0.3852666017372542
2024-04-09,7JfQ6KThQOrDXIBDJgSFLk,luis berra,525338.0,48.0,2538.0,neo-classical,2017.0,2024.0,20.0,3.0,Piano in the Background,"6IJ5eCQNpXifW7OqRK9pQc, 6IJ5eCQNpXifW7OqRK9pQc",-0.30609689282462027,-0.46577097022010366
2024-04-17,3GQboECxDT1xqPPWC30p7v,charlotte day wilson,1657292.0,58.0,251678.0,"alternative r&b, canadian contemporary r&b, indie soul",2016.0,2024.0,17.0,6.0,EQUAL,"0w0kClmKsQz5A6OecdwhVt, 3yv0PNx5lOY0YQ7P3FOXW8, 0w0kClmKsQz5A6OecdwhVt, 3yv0PNx5lOY0YQ7P3FOXW8",-0.27874504192585586,-0.3827868746160031
2024-04-26,2d4Qz6TAMDn8JCO1udJn8y,heinrich schlupf,179200.0,38.0,203.0,lo-fi jazzhop,2022.0,2024.0,20.0,1.0,Jazz Vibes,"48IOGXZiQIyM64Co7UpjUh, 48IOGXZiQIyM64Co7UpjUh, 48IOGXZiQIyM64Co7UpjUh",-0.30635324094956456,-0.4911465145303956
2024-04-05,7f0OLhGgBMX9fUjm1dcPip,alice merton,1946604.0,55.0,348658.0,pop,2017.0,2024.0,16.0,1.0,The New Alt,1uMo2HFIfKc3NJVl73L1zj,-0.268098086398192,-0.361577271869413
