ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found,loudness_zscore,tempo_minmax
20I8RduZC2PWMWTDCZuuAN,take me out,81.0,185.0,0XNa1vTidXlvJ2gHSsRi4A,2004-02-16,237026.0,0.000409,0.277,0.663,0.00051,0.136,-8.821,0.0377,104.561,0.527,4.0,0.0,4.0,1.0,2024-04-05,Spela Shoreline!,0.21499422254029738,0.38115637432042637
409nrkfFWjJSF0JiWne0HY,passages,51.0,185.0,0FCH53d9OEyXLQeWb6ZYrQ,2023-09-29,124954.0,0.974,0.659,0.117,0.946,0.107,-18.118,0.0617,77.225,0.451,4.0,1.0,4.0,1.0,2024-04-06,Instrumental Guitar Focus,-0.7841127360220331,0.2345936498064488
3w9Y8pn8IslbbCL970xMcy,paradise,47.0,185.0,"1Zz6NBe8UIZjm88TvehFtx, 1X2sRzO3K7Uvry9JWbG2iO",2024-02-23,247447.0,0.0176,0.616,0.597,0.00979,0.129,-8.61,0.0299,122.032,0.106,0.0,1.0,4.0,1.0,2024-04-12,New Dance Pop,0.23766944769428813,0.47482762688055585
4bjN59DRXFRxBE1g5ne6B1,haegeum,82.0,185.0,5RmQ8k4l3HZ8JoPb4mNsML,2023-04-21,168926.0,0.313,0.697,0.837,0.0,0.471,-2.651,0.304,85.097,0.831,7.0,1.0,5.0,2.0,"2024-04-08, 2024-05-09","KrOWN, Pop Right Now",0.8780564936309266,0.27679959681310784
2OHQhOiGIYaXqqJVIMpNrF,kingston town,63.0,178.0,78u1jLVBjPSXQVmHBV43yG,2008-01-01,192400.0,0.0381,0.788,0.773,0.0,0.35,-5.272,0.099,73.978,0.584,9.0,0.0,4.0,1.0,2024-04-30,One Love,0.5963893603199801,0.21718476897176617
645e3XeVtB7QYpl3RdJBil,taka,65.0,184.0,"3SvsaUFZZNgVZYKrcFgzWW, 6iZTyHbQWGzpiWoyI0zz9F, 5he5w2lnU9x7JFhnwcekXX, 5VYRcaryFLFZnA5HvnRHFi","March 22, 2024",174375.0,0.00325,0.795,0.958,0.649,0.0909,-4.473,0.0475,128.044,0.0773,2.0,1.0,4.0,3.0,"2024-04-26, 2024-05-09, 2024-04-05","mint, creamy",0.6822543124433859,0.5070611321402148
2MxDVhWDvd2f7ROLe8VDYe,like a lesson,41.0,183.0,7BDvurihyagH0uSPNDJX7d,2024-03-06,199376.0,0.0256,0.58,0.67,6.65e-06,0.0966,-6.849,0.028,112.94,0.529,9.0,1.0,4.0,4.0,"2024-04-24, 2024-04-17, 2024-04-12, 2024-04-10","New Noise, GLOW",0.4269162320363623,0.42608061593231605
36I4TdV7yZNZJVOz1WQZpf,"running out of hope, arkansas",29.0,185.0,5hoqqYuJtD3clexwJn5wWW,2023-06-16,165600.0,0.645,0.701,0.794,1.05e-06,0.321,-6.727,0.0378,110.547,0.845,4.0,1.0,4.0,1.0,2024-04-07,Indie Bluegrass,0.4400270257272953,0.41325047985673996
0iaIB0L80Ri5kBR6KNhsuZ,firestarter,36.0,185.0,"3abRKajGbb3kLMy9AWzfMA, 0cUPXn0AOgVrI413vJgBAJ, 4sUiTGTyvwqW4SVx4urOac",2024-03-01,135937.0,0.00315,0.789,0.914,0.255,0.325,-5.058,0.0388,127.983,0.725,1.0,1.0,4.0,1.0,2024-04-05,Nasty Bits,0.6193869820401414,0.5067340789431356
3JR0ducCexKbeK47g6AHm5,butter (megan thee stallion remix),0.0,0.0,"3Nrfpe0tUJi4K4DXYWgMUX, 181bsRPaVXVlUKXrxwZfHK",2021-08-27,164457.0,0.00308,0.739,0.588,0.0,0.109,-4.971,0.136,109.958,0.774,8.0,1.0,4.0,4.0,"2024-04-26, 2024-05-09, 2024-05-08","WOR K  OUT, Get Turnt, Hip-Hop Controller",0.6287364824590854,0.4100925399701899
5m9cwQGKeurtZ5P9CqFo1o,white line fever,21.0,185.0,"7t4RPufBc87g351q3Fp4tI, 01ts5a7R3WkeE2oKIouXEK, 53pmIwVqcTM68qW6PVhjW2, 4Rk9tPJMkej36GtfYGjtSa, 0JGGxsAD1Eg4X9AcKNcxEB, 2nJQCVut36kUzDfy3eUZCM, 2cyuIVFHVuM00QdzCyxbUs",2021-03-26,201051.0,0.593,0.572,0.636,0.0096,0.249,-7.975,0.0318,116.935,0.596,7.0,1.0,4.0,2.0,2024-04-26,"Indie Bluegrass, Grass Roots",0.3059100542003739,0.4474999195770827
7wsFUegBzDBaKMVosSprNN,gimme the night,29.0,185.0,"1RG2FZvpca9J9VjnCtmD4p, 22HBKoiiXj1Klki0QDWcrr, 6jrrAuBgAfP9W2HVscZYPw",2022-09-30,236965.0,0.314,0.657,0.438,0.000153,0.178,-10.726,0.0425,151.976,0.564,5.0,0.0,4.0,1.0,2024-04-17,Haitian Heat,0.010272403022039758,0.6353732159516176
6aPEzAyxqNJcRUNLFFmpe8,flamme jumelle,48.0,185.0,0d5ZwMtCer8dQdOPAgWhe7,2024-04-18,317946.0,0.000386,0.49,0.813,0.872,0.22,-7.532,0.0329,110.003,0.274,6.0,1.0,4.0,1.0,2024-04-19,All New Metal,0.35351728047154873,0.41033380872213343
1BYHA0Mfycu07N6t8lQnpW,simplicity,39.0,185.0,7dsYrsCwrZat4t33c7RXPe,2020-05-01,219250.0,0.995,0.406,0.02,0.902,0.125,-28.028,0.0485,62.345,0.182,2.0,1.0,4.0,1.0,2024-04-29,Peace,-1.8490960596051995,0.15481411583044705
0rhI6gvOeCKA502RdJAbfs,sugar rush ride,73.0,185.0,0ghlgldX5Dd6720Q3qFyQB,2023-01-27,186570.0,0.00788,0.712,0.893,0.0,0.169,-3.995,0.0851,125.022,0.828,10.0,0.0,4.0,15.0,"2024-05-09, 2024-04-03, 2024-04-18, 2024-04-17, 2024-04-19, 2024-05-05, 2024-04-29, 2024-04-09, 2024-04-30, 2024-04-10, 2024-04-16, 2024-04-24, 2024-04-25, 2024-04-04, 2024-04-15","WOR K  OUT, Hallyu Boy Bands",0.7336228319865497,0.4908585950652498
5CqfAkwqX8GmPHJB4J0i6Z,squareneck soul,29.0,185.0,0x6z63BgzxTjdYdTxytI0y,2023-06-23,149346.0,0.958,0.541,0.152,0.886,0.0974,-13.188,0.0408,134.797,0.37,2.0,1.0,4.0,1.0,2024-04-07,Grass Roots,-0.25430771228187093,0.5432675295152106
3hS56srxJHe84zPZcLx8fO,dance alone - qing madi & nonso amadi remix,44.0,0.0,"5TvdGhdmRObqOkU6eGfXb5, 0ZvsEkINadmEV4qzS4ollh, 6pOz4M7D8ENqfLSFvciEuV",2024-04-19,166617.0,0.0638,0.674,0.656,0.0,0.211,-6.317,0.114,90.109,0.497,6.0,1.0,4.0,1.0,2024-04-19,New Music Friday Sweden,0.48408788977059486,0.30367157425179875
6p8uRRGziFLcA3QDvWxEPM,heaven,59.0,185.0,"73jBynjsVtofjRpdpRAJGk, 13NpuESz6tlK819yBs0PuS, 1WcwbtAnG5HWNbPPK84ued",2022-04-29,178294.0,0.00812,0.716,0.853,0.000268,0.154,-3.254,0.03,124.014,0.593,9.0,0.0,4.0,2.0,"2024-04-12, 2024-05-03",Happy Beats,0.8132547838306593,0.4854541750217141
0Al3wN3keprGTSgG8NBwjr,i hope you’re happy now,68.0,184.0,"4sIl4BTo9l9KqEi0Y3RE72, 5Zq7R5qmi58ByYyBQTlNuk",2020-02-14,198688.0,0.168,0.591,0.814,8.87e-06,0.142,-4.725,0.0365,118.036,0.313,10.0,1.0,4.0,1.0,2024-04-02,Country Gold,0.6551730008850652,0.4534029617079683
3zAOcNGOFq5Q1OsN0tcxA0,everything she ain’t,61.0,185.0,4e9TBaTlI3LVQz3tkTYC0I,2022-01-14,151973.0,0.175,0.796,0.621,0.0,0.274,-6.129,0.0346,121.904,0.808,2.0,1.0,4.0,2.0,"2024-04-02, 2024-05-06","New Traditions Country Heroes, Breakout Country",0.5042914079172786,0.47414135131947194
4UkUxO2WlKLc0Q1iEutGGh,contigo (with tiësto),87.0,183.0,"790FomKkXshlbRYZFtlgla, 2o5jDhtHVPhrJdv3cEQ99Z",2024-02-15,192786.0,0.169,0.85,0.562,3.23e-06,0.104,-7.863,0.0724,122.029,0.293,5.0,1.0,4.0,4.0,"2024-04-06, 2024-04-17, 2024-05-09, 2024-05-08","Daily Lift, Main Stage, Cardio",0.3179461926707386,0.47481154229709294
1K0fEr5SmhneWgbnP8HmzM,balladen om lilla elsa,26.0,185.0,5SySCVwCUP7piTTeJdlYbZ,1991-02-01,143560.0,0.573,0.471,0.905,3.5e-05,0.418,-7.64,0.0464,87.67,0.522,9.0,1.0,4.0,1.0,2024-04-05,Svensk Punk,0.34191100408941133,0.2905948078964582
1rzgbiDEV9e7K7tHmzlcx3,square one,51.0,185.0,6HhW3vf5i1Ao2KsOsdHfbV,2024-01-26,155018.0,0.995,0.355,0.0151,0.906,0.1,-27.56,0.0756,212.187,0.129,3.0,1.0,4.0,5.0,"2024-04-02, 2024-04-18, 2024-04-17, 2024-04-11, 2024-04-24",Jazz for Sleep,-1.7988021952826039,0.9581961675799135
4kTZPPL28sYltXKMJramko,taiji,38.0,185.0,3hvinNZRzTLoREmqFiKr1b,2021-11-11,193326.0,0.00313,0.534,0.727,0.0,0.0988,-4.42,0.327,202.133,0.145,8.0,0.0,4.0,1.0,2024-04-11,Sin dato,0.6879499851123977,0.9042913668679027
0j055WaD6Tdt0sCO7yT1f8,demise,33.0,185.0,5y4xjNwy9GEFC4hic2epwe,2024-03-15,144000.0,0.00157,0.553,0.921,0.683,0.278,-3.997,0.121,150.136,0.0723,11.0,0.0,4.0,1.0,2024-04-12,Dubstep Don,0.733407900942436,0.6255080047610366
1BfR5GMOgW0peHkPxrwf11,safari song,67.0,184.0,4NpFxQe2UvRCAjto3JqlSl,2017-11-10,234600.0,0.164,0.362,0.928,1.61e-05,0.315,-4.015,0.0503,175.868,0.678,2.0,1.0,4.0,1.0,2024-05-03,Ultimate Rock Gaming,0.7314735215454131,0.7634708386501817
16lpRQwZqORZxEqkSCi9SF,aperitif,52.0,185.0,4Bhy1qgJgnqzCNQ9dmx3MR,2024-01-12,137333.0,0.621,0.764,0.492,0.849,0.345,-11.604,0.0916,90.013,0.71,2.0,0.0,4.0,1.0,2024-04-26,Jazz Vibes,-0.08408232534385512,0.3031568675809859
6TYwqGXwwgBbkocgdvJvzL,bakom spegeln,33.0,185.0,7j4RimWxVqLWTtWtmEf2Qd,2003-08-01,172133.0,0.0577,0.292,0.831,1.21e-05,0.174,-4.216,0.0384,174.032,0.546,9.0,1.0,4.0,1.0,2024-04-05,Svensk Punk,0.7098729516119906,0.7536270735708848
7nZUNopZZQX1PhfuvrXTWN,body talk,50.0,184.0,"4AKwRarlmsUlLjIwt38NLw, 4XtfY4CBieEfqF3CSiPrRx",2023-02-24,139422.0,0.0169,0.708,0.662,2.47e-05,0.122,-4.34,0.065,121.975,0.625,6.0,0.0,4.0,1.0,2024-04-19,Cardio,0.696547226876944,0.47452201979476066
4R5tfiuzHBNvUh71998qJM,wider purpose,67.0,185.0,76BYMatrC95a7MaFSxeU9g,2023-12-26,163500.0,0.949,0.141,0.000275,0.969,0.109,-39.831,0.0554,138.743,0.0485,11.0,1.0,4.0,3.0,"2024-04-06, 2024-05-05, 2024-04-16",Deep Sleep,-3.117511616441942,0.5644241182967498
42PkrZXRieevKfmgxOfDFv,asymmetry,38.0,185.0,6jn7W8NuX94FWZyeGlyCaJ,2023-12-22,244381.0,0.958,0.343,0.142,2.17e-05,0.104,-13.765,0.0316,75.864,0.252,10.0,1.0,4.0,1.0,2024-04-19,Nordic Folk,-0.31631531850866074,0.2272966104421116
7f08qp3HROTkfrtNpiYGGo,dirt on my boots,76.0,184.0,4MoAOfV4ROWofLG3a3hhBN,2016-05-13,201893.0,0.112,0.683,0.796,0.0,0.197,-4.179,0.0284,90.031,0.533,11.0,1.0,4.0,1.0,2024-04-02,Country Gold,0.7138491759280933,0.3032533750817633
3UR0iaqFLGa3pnCYt6bBuS,the late show (feat. jay som),37.0,185.0,"4keWylzqUIJiaFfq6Ox0nB, 1wmiQ6ytATiGnJs6uFluKO",2024-04-19,160906.0,0.00713,0.58,0.571,0.0483,0.0964,-7.614,0.029,112.494,0.421,11.0,1.0,4.0,1.0,2024-04-19,Today's Indie Rock,0.34470510766288887,0.4236893745241644
308Ir17KlNdlrbVLHWhlLe,the feels,73.0,183.0,7n2Ycct7Beij7Dj7meI4X0,2021-11-12,198053.0,0.0899,0.808,0.903,0.0,0.0816,-2.179,0.0729,120.044,0.922,9.0,1.0,4.0,1.0,2024-04-02,EQUAL K-Pop,0.9287802200417494,0.46416890957247176
1gugDOSMREb34Xo0c1PlxM,she looks so perfect,71.0,3.0,5RL15OVAMLQ7FBSB0NNBNY,"June 27, 2014",202496.0,0.000569,0.494,0.951,0.0,0.327,-4.237,0.132,160.025,0.441,9.0,1.0,4.0,1.0,2024-04-28,Ultimate Boybands,0.7076161756487973,0.6785281533825879
1ZbqAYqiaqA9aegBxFyWax,shadow,78.0,185.0,2fPsJqR6zfoHatC1eFr0eQ,"March 8, 2024",157714.0,0.0828,0.72,0.699,0.0,0.0612,-4.528,0.124,139.949,0.597,2.0,1.0,4.0,2.0,"2024-04-06, 2024-04-17",Daily Lift,0.6763437087302604,0.5708901208488372
4gghtsHgDu1hMpGtiXQILl,never fly here (feat. quavo),57.0,185.0,"15iVAtD3s3FsQR4w1v6M0P, 0VRj0yCOv2FXJNP47XQnx5",2024-05-10,270532.0,0.169,0.697,0.879,0.0,0.0871,-5.427,0.16,146.944,0.301,11.0,1.0,4.0,1.0,2024-05-09,Hip-Hop Controller,0.5797322044011719,0.6083940079565072
6leiB1fEsTnVCuPiielde5,something like that,73.0,185.0,6roFdX1y5BYSbp60OTJWMd,1999-05-04,183733.0,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,171.8,0.847,5.0,1.0,4.0,1.0,2024-04-02,Country Gold,0.5526508928428512,0.7416601434744845
0uEp9E98JB5awlA084uaIg,doo wop (that thing),78.0,185.0,2Mu5NfyYm8n5iTomuKAEHl,1998-08-25,320266.0,0.0393,0.535,0.505,0.0,0.0923,-8.926,0.245,99.935,0.495,2.0,0.0,4.0,6.0,"2024-05-09, 2024-05-03, 2024-04-05, 2024-04-29, 2024-05-07, 2024-04-25","Gold School, Mother's Day",0.2037103427243304,0.356353946620629
6SpPr7K4YQ2wp8jU6uOTmQ,queendom,64.0,185.0,1z4g3DjTBBZKhvAroFlhOM,2021-08-16,181760.0,0.179,0.695,0.896,0.0,0.0626,-1.24,0.0847,119.959,0.508,5.0,1.0,4.0,8.0,"2024-05-09, 2024-04-02, 2024-04-18, 2024-04-17, 2024-05-05, 2024-04-09, 2024-04-30, 2024-04-08","WOR K  OUT, Satang Mix (사탕 믹스), EQUAL K-Pop",1.029690345253111,0.4637131797076895
7jkLkvAvKIftqUsR4fU6wL,pretty,33.0,185.0,07n13C6YYI7HZbMmrV1ON4,2024-04-12,136829.0,0.0848,0.356,0.718,0.0,0.0973,-5.208,0.0545,79.333,0.618,6.0,1.0,4.0,1.0,2024-04-17,Fresh Finds Pop,0.6032671537316172,0.2458957504530491
6lphixHDGJCY0gMJpoJl8T,check it out,47.0,185.0,2SPxiIMMkdVY00DphiIjxR,2024-04-12,112422.0,0.0769,0.534,0.717,0.0,0.232,-8.383,0.12,136.971,0.359,5.0,0.0,4.0,1.0,2024-04-16,No Cap,0.26206412120118816,0.5549234909979948
3uS7zZlLcY1PiJ4KmFmPXG,umbrian affair,32.0,185.0,0lb8V1RudMLNNsRF7mENZW,2020-06-22,165000.0,0.977,0.0906,0.0411,0.899,0.12,-21.477,0.0382,77.156,0.0533,0.0,1.0,4.0,2.0,"2024-04-05, 2024-04-29",Atmospheric Calm,-1.145089424610919,0.2342237043868021
47jgSvqlKwGyBLPnMfeEZN,crazy,57.0,185.0,0WfaItAbs4vlgIA1cuqGtJ,2014-01-02,242000.0,0.237,0.707,0.336,0.000984,0.116,-9.347,0.0306,98.189,0.159,11.0,0.0,4.0,2.0,"2024-04-17, 2024-04-19","Chill Dinner, Ultimate Covers",0.15846735793840583,0.34699271904521906
2UtT0Vbj38TUz5rYHy5fQE,ode to my body,49.0,185.0,"7E6DrjKJieOdJKO8mbwCMO, 2VRgy5skIildisco3sF7Nt",2024-02-02 00:00:00,217500.0,0.00909,0.507,0.992,0.00758,0.442,-1.427,0.0821,159.942,0.492,11.0,0.0,3.0,2.0,"2024-04-19, 2024-04-02",Hardstyle Bangers,1.0095942926284842,0.6780831465734476
3ZIl7Lmby6zGV9iAC4ZXMp,cumberland gap,40.0,185.0,7h7pPNSsoz0NnyDmIqY7OT,2022-08-26,68725.0,0.938,0.51,0.115,0.954,0.112,-24.806,0.045,98.206,0.731,5.0,1.0,4.0,1.0,2024-04-07,Grass Roots,-1.5028421475380997,0.34708386501817556
66U7274Oapr417BNqeQLoS,icy windy sky,42.0,185.0,5V1vRp27m0PLepQehI2tnf,2024-04-03,408950.0,0.145,0.395,0.632,0.00572,0.0871,-8.495,0.0409,101.445,0.504,11.0,0.0,4.0,2.0,"2024-04-25, 2024-05-06","Fresh Finds, Chill Vibes",0.2500279827308234,0.3644498536302904
1NCqCKgbhrpSyIoizfUaoI,gentle hush,62.0,185.0,4H4cCqLCwCRQVxbQhGrjtL,2024-03-01,175558.0,0.808,0.0778,0.0146,0.85,0.0976,-37.056,0.0596,171.513,0.0341,0.0,1.0,4.0,3.0,"2024-04-06, 2024-05-05, 2024-04-16",Deep Sleep,-2.8192947927342433,0.7401213849898667
20vmozs3mYdI296TjIrPb7,"kåt, glad & tacksam - bränna gummi remix",39.0,185.0,"0NRCBhMWztpOQkRkrepakm, 0AKjZqvZ8XMyq7hvAZ0aOs",2023-06-23,190118.0,0.000355,0.578,0.821,0.00274,0.665,-9.827,0.0393,154.01,0.84,11.0,1.0,4.0,1.0,2024-04-05,30 km/h,0.10688390735112831,0.6462785635394661
4sqJKDSUbHjUfymmwroCXg,tropic - meditation,47.0,185.0,6vh3qagir9ZhJH7u77Sv1y,2023-11-30,184421.0,0.964,0.0733,0.0272,0.962,0.0661,-32.064,0.0374,62.657,0.0344,7.0,0.0,3.0,2.0,"2024-05-01, 2024-04-01",Meditate to the Sounds of Nature,-2.282826906626558,0.156486912510589
2qlCF0JWVeYCuoseeFndmA,from this day on,45.0,185.0,1JWRuM0jwY2GwjWbCoMKCv,2024-04-26,179066.0,0.954,0.158,0.00358,0.93,0.116,-37.173,0.0592,69.72,0.0386,10.0,1.0,3.0,1.0,2024-04-29,Stress Relief,-2.8318682588148927,0.19435538351008502
4ZyE9TB38tLADzmv1OImVU,athenian mind,40.0,185.0,7jpxxOSOJX0PCvKXAbQs2I,2021-10-15,152895.0,0.977,0.22,0.00612,0.909,0.103,-32.374,0.0403,65.402,0.0797,9.0,1.0,4.0,1.0,2024-04-29,Atmospheric Calm,-2.3161412184641748,0.1712043063791458
3Cs4g3w33H9YEptmg34DQc,i follow rivers,54.0,185.0,5DGJC3n9DS0Y9eY5ul9y0O,2014-04-14,166762.0,0.793,0.275,0.175,0.0218,0.111,-15.043,0.0373,85.56,0.0382,7.0,1.0,3.0,1.0,2024-04-17,Ultimate Covers,-0.4536562556972869,0.27928198419421596
6P7tTFzn6oNa0GL8w8oazE,make you feel my love,0.0,0.0,4dpARuHxo51G3z768sgnrY,2008-01-28,212040.0,0.894,0.552,0.18,0.000393,0.105,-10.583,0.0293,76.995,0.0896,10.0,1.0,4.0,1.0,2024-05-09,Mother's Day,0.025639972676166245,0.23336049840762627
0mZdT3W9e1UyJlSXMV6xL0,everything is free - recorded at spotify studios nyc,44.0,141.0,2kGBy2WHvF0VdZyqiVCkDT,2018-08-15,265687.0,0.91,0.506,0.0952,3.55e-06,0.111,-13.51,0.0385,111.163,0.162,7.0,1.0,4.0,1.0,2024-04-05,Chill Pop,-0.2889116103841695,0.41655318099445615
2mjlROYtPqKp9mWANqGtCf,catching feelings (feat. j boog) - bimwala remix,45.0,185.0,"0XOSmu9Qn1agQULUVe0dAK, 3HaL9ONkedXrAybTHYA3w1, 7oEWmZ9dKlAVxTgmjUbYr4, 6pXPBMM6APBn2Ffnh9M55C",2020-12-11,200523.0,0.224,0.669,0.703,0.0,0.0716,-3.329,0.169,171.717,0.692,2.0,1.0,4.0,4.0,"2024-05-02, 2024-04-19, 2024-04-05, 2024-05-03",Summer Sunshine Reggae,0.8051948696763971,0.7412151366653442
1nu6ryRQROrnR6SGuQvsDf,eternal,45.0,185.0,6XlYLWQJwJ9W8kmrJWGAXy,2022-12-16,142518.0,0.992,0.441,0.00509,0.951,0.0742,-34.325,0.0566,66.082,0.115,11.0,0.0,4.0,1.0,2024-04-29,Peace,-2.5258064519970462,0.17485014529740392
6hoZY1VeL8iqPFj3KgOXKf,rising,36.0,185.0,53E9B0OiR03VSuqIqhCguq,2024-03-01,212571.0,0.901,0.147,0.00152,0.968,0.113,-40.552,0.0463,71.789,0.153,7.0,1.0,3.0,2.0,"2024-04-05, 2024-04-29",Peace,-3.1949942578449146,0.20544838457166756
3E7z1rLE9rR2rhTW3TeXGo,highway queen,66.0,185.0,69tiO1fG8VWduDl3ji2qhI,2024-03-08,212470.0,0.206,0.586,0.558,0.0,0.305,-5.796,0.0263,108.946,0.496,7.0,1.0,4.0,1.0,2024-04-23,Totally Stress Free,0.5400774267622023,0.4046666738153704
7KwZNVEaqikRSBSpyhXK2j,hypnotize - 2014 remaster,81.0,180.0,5me0Irg2ANcsgc93uaYrpb,1997-03-04,229826.0,0.145,0.901,0.697,0.0,0.287,-3.439,0.28,93.941,0.67,9.0,1.0,4.0,1.0,2024-05-02,Power Gaming,0.793373662250146,0.3242169488617476
4Hkv3nMChZ6pVKKOnIL0p7,rat flag,22.0,185.0,5Qfqa9FeOchAWt6kfuvZbY,2024-04-05,372626.0,0.000316,0.228,0.972,0.202,0.319,-4.286,0.129,124.812,0.0653,3.0,0.0,4.0,1.0,2024-04-05,All New Metal,0.7023503650680127,0.4897326742228465
6rvX0JYhkqJivixXp40sJn,inner peace,40.0,185.0,1KyLdid5oA2QFMEzAwo3ZJ,2023-04-16,138666.0,0.795,0.589,0.123,0.871,0.0995,-17.44,0.0553,180.033,0.18,4.0,0.0,4.0,1.0,2024-04-09,Chill Out Music,-0.711251112067504,0.7858016020245128
2T7N8qmL56DFtgZxqnMi2A,yankee doodle,46.0,185.0,0hVrDDe8JyOHhFLvO3iPuI,2024-05-03,99500.0,0.992,0.693,0.039,0.935,0.101,-25.066,0.152,64.202,0.769,5.0,1.0,4.0,1.0,2024-05-03,Lullaby Baby,-1.5307831832728747,0.16477047299398434
2lw0LISAPRDO0ieFCXmZUy,uh huh,32.0,185.0,02gxa3HE5O0zBKRjeDh6Ba,2024-01-12,135302.0,0.0504,0.758,0.512,0.0,0.0976,-11.596,0.369,148.962,0.561,7.0,1.0,4.0,1.0,2024-04-26,The Flow,-0.08322260116740059,0.6192135710992204
5wQnmLuC1W7ATsArWACrgW,welcome to the black parade,78.0,185.0,7FBcuc1gsnv6Y1nwFtNRCb,2006-10-23,311106.0,0.000289,0.217,0.905,0.00011,0.222,-4.103,0.0752,96.95,0.236,2.0,1.0,4.0,1.0,2024-04-14,Sin dato,0.7220165556044122,0.34034978607503996
235DE6cdtxUTydTlDTwEpb,distraktion,52.0,184.0,"1gm1katIowFM22Ldqcw6DK, 6DaZsLPQ6JeHURwrrSY0cB, 4eo3HSMXtaYqAAW6f14YVt",2024-04-26,156714.0,0.517,0.767,0.715,0.11,0.167,-7.257,0.071,105.085,0.702,2.0,0.0,4.0,2.0,"2024-04-26, 2024-04-30",Sin dato,0.3830702990371765,0.3839658148986135
51T5k0OjVZE6d8O1UwTU7W,when the lights go out,47.0,185.0,"7w0ddx9rFndvpiqO1VOxJM, 7mGCESDlw5ChfZQTQ3eUIS",2023-06-09,221760.0,0.00805,0.741,0.868,0.231,0.172,-6.172,0.0526,125.021,0.333,0.0,0.0,4.0,2.0,"2024-04-05, 2024-05-03",Deep House Relax,0.499670390468835,0.4908532335374288
5bZjb7xKqLqa58QiUBcVvl,marianela (que pasa),72.0,185.0,"5PlfkPxwCpRRWQJBxCa0By, 5rRcnWrevHgbuWjl7Lhft7, 1Vr7DTbtTpOp4tn4hAGOYo",2022-11-25,145766.0,0.0353,0.818,0.885,0.00655,0.0785,-4.184,0.0498,124.041,0.532,1.0,1.0,4.0,3.0,"2024-04-06, 2024-04-19, 2024-05-08","Power Hour, Dance Party",0.7133118483178091,0.4855989362728803
69ylUPLusue7f4Q1fyiEdr,mysa,39.0,185.0,0Idi5CuVXznxRkxzdUtdcQ,2022-04-11,150857.0,0.752,0.384,0.226,0.903,0.126,-19.904,0.0343,69.038,0.262,1.0,1.0,4.0,1.0,2024-04-09,Workday Lounge,-0.9760461584155283,0.19069882153618492
7hdNTegC0TCKKoxB6GTFH3,lighter,74.0,184.0,"4sTQVOfp9vEMCemLw50sbu, 1Cs0zKBU1kc0i8ypK3B9ai, 5Rl15oVamLq7FbSb0NNBNy",2024-03-01,172268.0,0.133,0.674,0.799,0.0,0.0525,-4.889,0.0368,124.933,0.578,6.0,1.0,4.0,5.0,"2024-05-09, 2024-04-06, 2024-04-17, 2024-04-05, 2024-05-08","Daily Lift, Main Stage, Cardio",0.6375486552677453,0.49038141908918365
0DXnSV98JM6bwf4fWiUyKb,holding hands or walking together.,36.0,185.0,7bWYN0sHvyH7yv1uefX07U,2022-02-27,194240.0,0.737,0.503,0.434,0.0,0.313,-8.153,0.0516,71.222,0.473,10.0,0.0,4.0,5.0,"2024-05-09, 2024-04-30, 2024-05-02, 2024-04-25, 2024-04-24",v o K a l,0.28678119127425844,0.20240839829717872
75ZvA4QfFiZvzhj2xkaWAh,i fall apart,50.0,184.0,246dkjvS1zLTtiykXe5h60,2016-12-09,223346.0,0.0689,0.556,0.538,0.0,0.196,-5.408,0.0382,143.946,0.291,8.0,0.0,4.0,3.0,"2024-04-26, 2024-04-05, 2024-04-10","Daily Lift, All The Feels",0.5817740493202516,0.5923201475492456
3QKH9oDuT3k5S5JRsv13KN,the only way is up,46.0,185.0,1E68fQlo7IbZBUIoi2OxIN,2024-03-08,217142.0,0.00827,0.234,0.881,0.0,0.318,-4.173,0.09,83.965,0.499,10.0,0.0,4.0,1.0,2024-05-09,Hard Rock,0.7144939690604343,0.27073034731977225
3ySU5vwQB33iGulwcUL9qQ,don't take the money,64.0,185.0,2eam0iDomRHGBypaDQLwWI,2017-06-02,215546.0,0.000397,0.63,0.885,1.37e-06,0.206,-5.674,0.0406,110.072,0.289,1.0,1.0,4.0,1.0,2024-04-23,Park Hangs,0.5531882204531353,0.41070375414178023
0TYhf0MgEj4YJaKwo5c4Km,wicked games,65.0,184.0,7jZMxhsB8djyIbYmoiJSTs,2018-07-13,181266.0,0.445,0.772,0.435,0.0,0.135,-7.042,0.0591,146.123,0.475,6.0,0.0,3.0,2.0,"2024-05-03, 2024-04-10",All The Feels,0.40617538627939453,0.6039921936154926
2TyDPtli4XPNtGZGHbpaYx,mike phelps,44.0,185.0,0ywBEn3tITirlskY3SZBei,2024-03-22,134784.0,0.0739,0.474,0.573,1.67e-06,0.359,-6.936,0.0787,117.231,0.0798,8.0,1.0,5.0,2.0,"2024-05-02, 2024-05-01",Westside Story,0.4175667316174183,0.44908693181208914
5wmwBWwC0JRC6AIpKvqZW5,garden gnomes,50.0,185.0,0omMgzzP2N76C6AOyXup1K,2023-07-30,171958.0,0.985,0.644,0.0639,0.907,0.0826,-20.65,0.04,74.126,0.419,5.0,1.0,4.0,1.0,2024-04-09,Chill Out Music,-1.0562154378699218,0.21797827508926945
