ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found,loudness_zscore,tempo_minmax
6MIouIaP6WqE6o9Uo25gdO,"if it's real, then i'll stay",63.0,185.0,10dzW1PpkEFPkeQSqvgXvw,2021-07-02,184285.0,0.993,0.395,0.0435,0.959,0.126,-29.419,0.0324,97.606,0.0701,1.0,1.0,4.0,1.0,2024-05-09,Chill Gaming,-1.9985806007862474,0.34386694832559483
667VsfRZBPcI42mfFvgYpl,through the night,51.0,184.0,1Od0hPnXSqA9pipLqNXJ7e,2018-03-15,166400.0,0.0688,0.511,0.672,0.0047,0.121,-6.171,0.0571,150.029,0.253,9.0,0.0,4.0,1.0,2024-04-02,Hardstyle Bangers,0.49977785599089175,0.6249343212841931
2f8jLjm7Jzmgiqu3Kgjuuz,comfort zone,37.0,177.0,6GmYm47Zgk3tvoCeJbsH5r,2009-01-30,362857.0,0.91,0.426,0.406,0.461,0.115,-10.758,0.038,168.025,0.0631,8.0,1.0,4.0,1.0,2024-04-05,Atmospheric Calm,0.006833506316221447,0.7214203759503308
6QsLsBKwuFVEJgmktsfLnR,bussin' (brock's method) - stick em 2k20 remix,48.0,185.0,"33hj9n9Y19jGhXk8m7ezKR, 0Ai6AfyHUiBw0uQKESpXF2, 3XKayWe7KM4GandT0kIBxn",2024-04-12,142222.0,0.00211,0.884,0.762,0.002,0.131,-4.753,0.22,135.043,0.721,1.0,1.0,4.0,2.0,"2024-04-26, 2024-05-09","Fresh Finds Hip-Hop, Alternative Hip-Hop",0.652163966267474,0.5445864653591688
2KslE17cAJNHTsI2MI0jb2,standing next to you,91.0,185.0,6HaGTQPmzraVmaVxvz6EUc,2023-11-03,206019.0,0.0447,0.711,0.809,0.0,0.339,-4.389,0.0955,106.017,0.816,2.0,0.0,4.0,5.0,"2024-05-09, 2024-04-18, 2024-04-17, 2024-04-19, 2024-05-08","Daily Lift, KrOWN, Hallyu Boy Bands",0.6912814162961594,0.3889627588277555
3Cx4yrFaX8CeHwBMReOWXI,we didn't start the fire,77.0,185.0,6zFYqv1mOsgBRQbae3JJ9e,1989-10-17,287733.0,0.0771,0.712,0.967,0.0,0.356,-5.206,0.047,145.024,0.895,7.0,1.0,4.0,2.0,"2024-04-06, 2024-04-09",All Out 80s,0.6034820847757308,0.5980998745402489
3M0lSi5WW79CXQamgSBIjx,swim,83.0,184.0,7cYEt1pqMgXJdq00hAwVpT,2017-10-04,228786.0,0.27,0.666,0.542,0.0,0.0765,-6.429,0.0392,120.134,0.0771,8.0,1.0,4.0,2.0,"2024-04-19, 2024-04-18",very hot,0.4720517513002301,0.46465144707635886
2hKdd3qO7cWr2Jo0Bcs0MA,drops of jupiter (tell me),82.0,185.0,3FUY2gzHeIiaesXtOAdB7A,2001-03-27,259933.0,0.153,0.481,0.638,0.0,0.154,-5.862,0.0276,79.064,0.497,0.0,1.0,4.0,1.0,2024-04-07,Guilty Pleasures,0.5329847023064517,0.2444534994692087
3xpuHGQZMXiR8j9aCIOO8C,20 something,56.0,184.0,0VMFTqmv0hYlWruyBERT95,2024-03-29,160782.0,0.185,0.582,0.658,0.0,0.069,-3.547,0.298,179.955,0.578,10.0,1.0,4.0,1.0,2024-04-02,Singled Out,0.7817673858680085,0.7853834028544775
0AcuvNq4yAuLJ5SLeyYOFo,waiting (feat. kelli-leigh),44.0,183.0,"0QaSiI5TLA4N7mcsdxShDO, 79PzyYqAyunWsVH4tY4vpr, 0m6f0nNS9GEq41eIJ288ff",2023-05-12,231733.0,0.0317,0.521,0.877,0.0553,0.136,-3.175,0.0582,174.014,0.0388,9.0,0.0,4.0,2.0,"2024-05-09, 2024-04-12","Heart Beats, creamy",0.8217445600731487,0.7535305660701074
6shRGWCtBUOPFLFTTqXZIC,upside down,72.0,11.0,3GBPw9NK25X1Wt2OUvOwY3,2006,208653.0,0.238,0.787,0.655,0.000171,0.138,-8.339,0.0431,102.485,0.65,6.0,0.0,4.0,1.0,2024-04-23,Totally Stress Free,0.26679260417168843,0.37002584256409704
5hFVuHDVUqR9FvVnHFoLLo,sunset,55.0,185.0,2kCO8LXN1usaOPL3iEE28I,2023-10-20,193280.0,0.185,0.736,0.818,0.00284,0.404,-5.919,0.0614,98.044,0.863,2.0,1.0,4.0,3.0,"2024-04-26, 2024-04-15, 2024-04-16",Good Vibes,0.5268591675492125,0.34621529751117874
2VMH2r2jqBpxk5kWjM8HCo,me me me,50.0,185.0,"5tYqFEuFELxnJZgGmmsfSh, 2rTvgpXa8PA62yBCfwdQxf",2023-09-01,338446.0,0.0117,0.847,0.869,0.49,0.0436,-7.03,0.053,124.994,0.773,0.0,1.0,4.0,3.0,"2024-04-26, 2024-04-19, 2024-04-12",Housewerk,0.40746497254407643,0.4907084722862627
39AbyPpPnVDAHzUmYxVsEx,parking lot,49.0,183.0,3lkwNhvm2fbh4q8CIe47n3,2024-03-22,183000.0,0.25,0.482,0.753,0.0,0.168,-4.837,0.0626,97.064,0.476,10.0,1.0,3.0,2.0,"2024-04-19, 2024-05-06","Women of Country, Wild Country",0.6431368624147005,0.34096100024663023
3GNy9aZAn5ZTdBm6Ha0XCt,respectfully,49.0,183.0,1JNnDWgUDZJvOO6wAqfIUJ,2023-09-01,130909.0,0.994,0.495,0.0284,0.887,0.102,-28.239,0.0446,107.991,0.241,6.0,1.0,4.0,3.0,"2024-04-03, 2024-04-04, 2024-04-10",Piano in the Background,-1.8717712847591905,0.3995464147463461
6gi7qsHSH2JWZsTRHndxqm,rain (from the suicide squad),58.0,185.0,"4ZgQDCtRqZlhLswVS6MHN4, 3KedxarmBCyFBevnqQHy3P",2021-06-22,236040.0,0.0135,0.483,0.643,7.04e-05,0.361,-6.872,0.0404,125.938,0.219,10.0,0.0,4.0,1.0,2024-04-30,Alternative Beats,0.4244445250290553,0.49576975454925637
6dogY6HwvahB2QPFZM0uV5,somnolent,39.0,185.0,2SQs5lwQifKBBhMDYnPZy8,2021-05-17,120704.0,0.976,0.179,0.00311,0.885,0.113,-33.555,0.0425,68.592,0.233,1.0,1.0,4.0,1.0,2024-04-29,Rise,-2.443058000013288,0.18830758012803328
72sD1izeWWCbeD9mao5PXz,mother,34.0,183.0,6tRT8DibGiNSkXViROkIBn,2024-03-26,241675.0,1.77e-05,0.439,0.962,0.0258,0.0845,-5.82,0.0638,94.423,0.768,11.0,1.0,4.0,2.0,"2024-04-04, 2024-04-10",Fresh Finds Rock,0.5374982542328384,0.3268012052714542
5rF6YUIlgiat22OT1lWspJ,seventeen going under,69.0,184.0,6zlR5ttMfMNmwf2lecU9Cc,2021-10-08,297933.0,0.00438,0.48,0.87,0.00603,0.0826,-4.792,0.0362,161.953,0.584,1.0,1.0,4.0,2.0,"2024-04-06, 2024-04-23",Rockin' Vibes,0.6479728109072577,0.688865179021414
3dh2LlmeMqKJbzn2WUgt3d,pride (in the name of love) - remastered 2009,64.0,184.0,51Blml2LZPmy7TTiAg47vQ,1984-10-01,228426.0,0.00135,0.458,0.843,0.000296,0.778,-7.201,0.0316,105.701,0.713,4.0,1.0,4.0,1.0,2024-05-08,Pure Rock & Roll,0.3890883682723589,0.38726851603632967
2PxEmKGDlIaPKK1nqEv97F,sacred flute,49.0,185.0,5urqRIieWuxva363YmJoU2,2023-09-15,135652.0,0.946,0.226,0.057,0.951,0.0906,-28.504,0.0426,79.664,0.034,7.0,1.0,4.0,3.0,"2024-04-02, 2024-05-01, 2024-04-01",Meditate to the Sounds of Nature,-1.90024964810425,0.24767041616178948
50zj8Ry2UH4x55kAjlQQZm,mysterium,31.0,185.0,4vhZAxV71kt6sNrFiGOBgL,2017-06-16,167522.0,0.935,0.707,0.0467,0.132,0.123,-14.354,0.11,90.259,0.201,9.0,0.0,4.0,2.0,"2024-04-05, 2024-04-29",DayDreamer,-0.3796125110001323,0.30447580342494396
5nRqY2Ujz9GkqbZRx8oiU6,reminder,41.0,185.0,6Y1fkM0GSMtbOYT8iNjup5,2023-10-13,248139.0,0.979,0.4,0.0826,0.925,0.102,-21.878,0.0344,131.911,0.203,6.0,1.0,4.0,7.0,"2024-04-03, 2024-04-09, 2024-04-23, 2024-04-10, 2024-04-16, 2024-04-22, 2024-04-04",Piano in the Background,-1.188183098955707,0.5277941602238974
1LiMNzbo4XYzsZ0Odg3OW7,sunglasses at night,60.0,184.0,7gmNO7Sv6EFNtxJ7JTgeaC,2024-01-26,170624.0,0.014,0.747,0.922,0.0277,0.062,-3.287,0.0302,128.056,0.299,10.0,0.0,4.0,1.0,2024-04-12,New Dance Pop,0.809708421602784,0.5071254704740663
25NOsBha9pzXG6fqGQ79W9,envy,48.0,185.0,"3tSvlEzeDnVbQJBTkIA6nO, 1E05B8q4mGKUB0n8Ag0Q7c",2023-05-05,247730.0,0.441,0.624,0.575,0.919,0.1,-9.945,0.0393,118.029,0.0654,8.0,1.0,4.0,3.0,"2024-04-26, 2024-04-05, 2024-05-03",Deep House Relax,0.09420297574842255,0.45336543101322146
3a4zsaK7wOl9Fz7o51bsvZ,when you're my age,0.0,0.0,"1OV5mEATxtVma7fleFaUyl, 5mX9Z6qHTTHHFCreShrFIA, 7pcKyVIatvXoHdZRr4Q3vT",2020-05-01,311333.0,0.336,0.45,0.356,5.79e-05,0.108,-7.628,0.0339,139.793,0.11,11.0,1.0,4.0,1.0,2024-04-19,Front Porch,0.3432005903540932,0.5700537225087661
2PKbC4uFUY1tcBABpGZ8GQ,summer of luv (feat. unknown mortal orchestra),55.0,184.0,"4kI8Ie27vjvonwaB2ePh8T, 1LeVJ5GPeYDOVUjxx1y7Rp",2023-06-23,159241.0,0.143,0.633,0.856,0.00865,0.594,-4.66,0.0583,76.006,0.892,7.0,0.0,4.0,1.0,2024-05-06,it's alt good,0.662158259818759,0.228057947392689
6B8ZQyILzGTzJZ2BE8ydcF,heaven or not,59.0,141.0,"5fMUXHkw8R8eOP2RNVYEZX, 1TRFAJu3Cw64APToZaGk9D, 0Fb9qTWnjsB90xH3zWr4oa",2024-04-05,151259.0,0.0217,0.6,0.882,0.0,0.0623,-6.845,0.0739,124.955,0.468,9.0,0.0,4.0,5.0,"2024-04-09, 2024-04-12, 2024-04-19, 2024-05-03","Happy Beats, Alone Again, Singled Out",0.4273460941245897,0.49049937270124494
0AjmK0Eai4zGrLaJwPvrDp,too sweet,88.0,4.0,2FXC3k01G6Gw61bmprjgqS,2024-03-22,251424.0,0.0295,0.741,0.62,0.000809,0.0398,-5.505,0.0412,117.038,0.934,10.0,1.0,4.0,1.0,2024-04-02,Chill Pop,0.5713498936807393,0.44805215694264233
5sgXFYthNSatpAyZ64QVs2,tortura,71.0,185.0,31VFEohvhOUKrtAONEBhMG,2024-03-15,132400.0,0.322,0.734,0.787,0.00355,0.22,-4.323,0.0356,110.975,0.574,5.0,1.0,4.0,1.0,2024-04-05,Daily Lift,0.6983741407519101,0.4155452137641142
0bPvqnt9L5FNrHAMO7MdMh,manitoba,67.0,185.0,1hD3DmoEBRAveULl3BCFGe,2024-02-14,141700.0,0.908,0.167,0.00842,0.878,0.135,-42.082,0.0425,74.272,0.0527,8.0,1.0,1.0,4.0,"2024-04-06, 2024-05-05, 2024-04-05, 2024-04-29",Unknown,-3.3594165065918618,0.21876105815113078
4i2lt1nfGMH13ZB7sZylwu,how we see the light,39.0,184.0,5MWBg16f5UYiaSlyVhzlIW,2024-03-26,285375.0,0.237,0.641,0.664,0.00568,0.0646,-4.785,0.031,179.979,0.349,0.0,1.0,4.0,1.0,2024-04-29,Indie Shuffle,0.6487250695616554,0.7855120795221807
6bHFFcOvpc1pKrT4YL1K83,new friends,37.0,185.0,3V8sGWr3KUanz1VJyaCngm,2021-01-15,176349.0,0.000792,0.545,0.651,1.43e-05,0.484,-5.966,0.044,99.926,0.502,11.0,0.0,4.0,1.0,2024-04-30,Alternative Beats,0.5218082880125415,0.3563056928702403
0hquQWY3xvYqN4qtiquniF,vegas (from the original motion picture soundtrack elvis),75.0,185.0,5cj0lLjcoR7YOSnhnX0Po5,2022-05-06,182906.0,0.0777,0.801,0.601,3.23e-05,0.145,-7.574,0.255,159.969,0.74,8.0,0.0,4.0,1.0,2024-04-08,Pop Right Now,0.349003728545162,0.6782279078246136
76CWLFHm3OFuE2P1dDMhi3,full circle,63.0,185.0,5t28BP42x2axFnqOOMg3CM,2020-02-28,202249.0,0.000151,0.495,0.993,0.0,0.368,-3.014,0.145,149.912,0.29,7.0,1.0,4.0,1.0,2024-04-06,Heavy Metal,0.8390465091242981,0.6243070225291399
61h5rJ790Vov9ks2Vut5mo,for granted,43.0,185.0,2RqrWplViWHSGLzlhmDcbt,2023-01-17,161946.0,0.119,0.722,0.613,0.083,0.112,-8.394,0.0411,92.495,0.398,0.0,1.0,4.0,2.0,"2024-04-28, 2024-05-07",'fit check,0.2608820004585629,0.31646417963262813
6HiK9qjs0yuppNUR1LB9Bh,my shadow life,45.0,185.0,"0m5FakHKCQdA7UN0PIzMcL, 3ASxxkRVFetiJFHvxaNdZX",2023-08-04,97179.0,0.637,0.514,0.472,0.288,0.124,-11.16,0.0325,159.952,0.14,6.0,0.0,1.0,1.0,2024-04-24,late night vibes,-0.03636763355062355,0.6781367618516572
54Z967GatX3l0VVTSc3Uo7,i’m going to heaven,46.0,185.0,0AkmSuTOzM2pNCIOSP8ziv,2024-02-23,297407.0,0.328,0.607,0.347,1.21e-06,0.0857,-13.645,0.076,90.087,0.73,11.0,0.0,4.0,1.0,2024-04-12,Hard Rock,-0.30341945586184127,0.3035536206397375
6uFn47ACjqYkc0jADwEdj1,pop out (feat. lil tjay),76.0,185.0,"6AgTAQt8XS6jRWi4sX7w49, 6jGMq4yGs7aQzuGsMgVgZR",2019-06-07,166560.0,0.15,0.772,0.639,0.0,0.0698,-7.119,0.467,168.112,0.261,1.0,1.0,4.0,1.0,2024-05-02,Power Gaming,0.39790054108101874,0.721886828870755
3AQim00WRlCfqWgwhSEVXe,the curtain rises,49.0,185.0,1IOFwDA1p2w7uEVaKXvHXW,2023-06-23,125394.0,0.991,0.505,0.0278,0.928,0.105,-25.367,0.0471,104.17,0.0886,7.0,1.0,4.0,4.0,"2024-04-09, 2024-04-03, 2024-04-04, 2024-04-10",Unknown,-1.5631303054119803,0.3790600169424279
060JduHcmOHTCbprsCMH5H,gentle mind,49.0,185.0,1XT2wvXl5bO123J84IbDjS,2022-06-16,159428.0,0.983,0.166,0.0101,0.987,0.0969,-31.428,0.0585,126.534,0.0379,7.0,1.0,5.0,2.0,"2024-04-05, 2024-04-29",SPA Treatment,-2.214478834598415,0.4989652251305532
7u5dBtASrtOuBTTZjJrvuJ,my hero,56.0,185.0,7jy3rLJdDQY21OgRLCZ9sD,2009-11-03,258973.0,6.01e-05,0.364,0.925,0.000251,0.0603,-4.224,0.0659,153.981,0.301,4.0,1.0,4.0,1.0,2024-05-08,Pure Rock & Roll,0.709013227435536,0.6461230792326581
3CusJqv7Cnb4by8gxjwFFa,hot sauce,46.0,185.0,"2iqM6ytAoq3ckSITRNOaWB, 2joIhhX3Feq47H4QXVDOr3",2024-04-08,259754.0,0.277,0.702,0.451,0.0,0.1,-13.86,0.128,134.747,0.714,10.0,0.0,4.0,1.0,2024-04-12,R&B Weekly,-0.3265245431040593,0.5429994531241623
3w0w2T288dec0mgeZZqoNN,carnival,93.0,185.0,"4xPQFgDA5M2xa0ZGo5iIsv, 5K4W6rqBFWDnAN6FQUkS6x, 7c0XG5cIJTrrAgEC3ULPiq, 1pPmIToKXyGdsCF6LmqLmI, 699OTQXzgjhIYAHMy9RyPD",2024-02-09,264324.0,0.189,0.594,0.811,0.0,0.339,-5.746,0.159,148.144,0.311,1.0,1.0,4.0,28.0,"2024-04-03, 2024-04-13, 2024-04-07, 2024-04-19, 2024-04-29, 2024-05-09, 2024-04-28, 2024-05-08, 2024-05-03, 2024-04-30, 2024-04-23, 2024-05-02, 2024-04-08, 2024-05-01, 2024-05-05, 2024-04-05, 2024-04-09, 2024-05-07, 2024-04-16","Park Hangs, Pop Right Now, Gold School, Mother's Day, Hip-Hop Controller, Westside Story, Get Turnt, No Cap, RapCaviar",0.5454507028650436,0.6148278413416687
14gw6qQSrs9pEf8ADJuHo1,again,34.0,185.0,2FympPk5bcBe37Sp4VIs4L,2021-03-05,158973.0,0.00479,0.572,0.73,0.0,0.104,-7.617,0.0358,148.052,0.635,5.0,1.0,4.0,1.0,2024-04-30,Alternative Beats,0.34438271109671836,0.6143345807821396
0Jc8qF1mUPo1A96HE9QxZz,pop,57.0,58.0,6Ff53KvcvAj5U7Z1vojB5o,2001-07-24,238426.0,0.0341,0.706,0.861,0.0,0.127,-6.684,0.154,119.946,0.923,11.0,1.0,4.0,1.0,2024-04-28,Ultimate Boybands,0.4446480431757389,0.4636434798460169
7jvtmQ3onpWeUm7dyFSSSc,chemical,66.0,183.0,246dkjvS1zLTtiykXe5h60,2023-07-28,183410.0,0.00108,0.493,0.907,0.0,0.109,-4.698,0.0476,169.948,0.386,2.0,1.0,4.0,2.0,"2024-04-26, 2024-04-05",Daily Lift,0.6580745699805994,0.731730593950052
0PLD26MkvvElalKRCMQJ0c,imamou lele,25.0,182.0,1d8NAgmltXoGvjZmpxgHzp,1998-01-01,102466.0,0.78,0.741,0.716,3e-05,0.253,-7.73,0.276,151.025,0.564,1.0,1.0,4.0,1.0,2024-04-17,Haitian Heat,0.3322391071042967,0.6302744029938772
79QWY71xWy96RCEZK720en,la douche sonore,42.0,185.0,6TjvSnmtFpeJvto4Ihzozz,2022-12-09,138829.0,0.994,0.366,0.0329,0.909,0.116,-27.124,0.0329,99.478,0.211,10.0,1.0,3.0,6.0,"2024-04-03, 2024-04-09, 2024-04-23, 2024-04-16, 2024-04-22, 2024-04-04",calm vibes,-1.751947227665827,0.3539037284064467
2iUXsYOEPhVqEBwsqP70rE,youngblood,82.0,179.0,5Rl15oVamLq7FbSb0NNBNy,2018-06-15,203417.0,0.0169,0.597,0.854,0.0,0.124,-5.114,0.463,120.276,0.152,7.0,0.0,4.0,2.0,"2024-04-28, 2024-04-18","very hot, Ultimate Boybands",0.6133689128049591,0.46541278402693625
6sZo5nJIsFWXefRCCexpx0,never gonna not dance again,69.0,184.0,1KCSPY1glIKqW2TotWuXOR,2022-11-04,225789.0,0.0273,0.668,0.802,0.0,0.163,-4.005,0.0917,113.796,0.769,5.0,0.0,4.0,3.0,"2024-04-18, 2024-04-17, 2024-04-15","Confidence Boost, Daily Lift",0.7325481767659814,0.43067008374706456
00Mb3DuaIH1kjrwOku9CGU,sk8er boi,78.0,185.0,0p4nmQO2msCgU4IF37Wi3j,2002-06-04,204000.0,6.79e-05,0.487,0.9,0.0,0.358,-4.417,0.0482,149.937,0.484,0.0,1.0,4.0,1.0,2024-04-07,Guilty Pleasures,0.6882723816785682,0.6244410607246641
0MyiHsmsraegQsowpoWxEf,right back to it,45.0,0.0,"5IWCU0V9evBlW4gIeGY4zF, 4tK6Z8fK7Sc9133byjPGIT",2024-01-09,273026.0,0.177,0.656,0.489,0.00026,0.134,-7.166,0.0277,134.164,0.165,6.0,1.0,4.0,1.0,2024-05-07,Indie Chillout,0.3928496615443478,0.5398736824045379
0JqHPXj2YlV0oIbWleZjDS,you are my sunshine (with chris stapleton),32.0,184.0,"2NMDcLqpSDPcPA3OMitdnX, 4YLtscXsxbVgi031ovDDdh, 6AQnRGiSkXiVUvqz9Owe4x",2016-03-11,373266.0,0.0633,0.416,0.418,0.000254,0.0898,-8.886,0.0361,111.601,0.285,2.0,1.0,3.0,1.0,2024-04-19,Folksy Covers,0.2080089636066036,0.41890153018004006
685wxE2HRynbFNcyclZRmR,blessing,27.0,185.0,"18B9HFuIuZ5LOk8vWtaxsG, 3TzXmu7YvW0mRzyEVPKrXA, 22skYazgobfyYKseDmWkud",2020-03-04,236800.0,0.985,0.156,0.0392,0.961,0.0803,-21.786,0.0459,81.008,0.0395,11.0,1.0,3.0,1.0,2024-05-03,Choir Classics,-1.1782962709264788,0.25487630955317025
5uU1uuyaUIBOiiUSQG7Wl3,you proof,74.0,183.0,4oUHIQIBe0LHzYfvXNW4QM,2022-05-13,157477.0,0.252,0.731,0.85,0.0,0.605,-4.913,0.0336,119.706,0.644,9.0,1.0,4.0,3.0,"2024-05-07, 2024-04-02, 2024-05-03","Chillin' on a Dirt Road, Breakout Country",0.6349694827383815,0.46235671316898463
5foluJkCnagRboHQrchBPW,ca-shing,37.0,185.0,6IiYA4Fg73eZAFg7J0uMwf,2022-06-10,150765.0,0.0932,0.929,0.545,0.893,0.109,-6.587,0.125,97.971,0.308,5.0,1.0,4.0,1.0,2024-04-09,Dinner Lounge,0.4550721988152513,0.34582390598024815
3dj4wgM3cPeuLwMNHDuBon,the door,84.0,184.0,33qOK5uJ8AR2xuQQAhHump,2023-09-15,212648.0,0.0193,0.731,0.861,0.0,0.123,-5.483,0.0532,127.922,0.759,8.0,0.0,4.0,4.0,"2024-04-08, 2024-04-09, 2024-04-19, 2024-05-03","Alone Again, Pop Right Now, Heart Beats",0.5737141351659896,0.5064070257460566
6utwQVdK6GvgDSS5mzjkkq,it is what it is,37.0,185.0,1K2CImmhCW2QVfppHo4Nfj,2023-07-14,216338.0,0.105,0.755,0.733,3.86e-05,0.377,-7.389,0.0897,142.01,0.569,5.0,0.0,4.0,6.0,"2024-04-18, 2024-05-03, 2024-05-01, 2024-05-02, 2024-04-25, 2024-04-04",Fresh Finds Hip-Hop,0.3688848501256751,0.5819402296878518
5877bQq4QOaIYvwo9LtmVB,30 km/h,62.0,184.0,7wdEdhvMnmb3lqogWSY9xD,2024-02-24,168687.0,0.0063,0.572,0.705,0.00012,0.169,-7.546,0.0687,159.829,0.512,10.0,0.0,4.0,2.0,"2024-05-09, 2024-05-03",30 km/h,0.35201276316275315,0.6774772939296783
0URENFI2Nk9oVMdhz4SQKM,nimrod (lux aeterna),45.0,181.0,"430byzy0c5bPn5opiu0SRd, 32nW8kGbs65y8CSlIvREuc",2015-01-01,232666.0,0.993,0.178,0.0949,0.369,0.0847,-21.002,0.0399,77.314,0.0366,1.0,1.0,3.0,1.0,2024-05-03,Classical New Releases,-1.0940433016339255,0.23507082578251495
0sTCKil0qqD6PDco3M6iyn,wash it away,56.0,185.0,6kQB2RN7WwryMdJ1MoQh1E,2024-04-19,214710.0,4.11e-05,0.514,0.879,3.53e-05,0.45,-4.66,0.0719,102.003,0.392,5.0,1.0,4.0,1.0,2024-05-09,Hard Rock,0.662158259818759,0.36744158615439054
0w1Bmnum1Fk0Unjy5Ok2ov,youth,45.0,185.0,2lenoWzSFNMSFJU05uqIrj,2022-08-22,144615.0,0.513,0.675,0.133,0.927,0.12,-10.8,0.0367,78.001,0.262,6.0,1.0,4.0,1.0,2024-04-09,Workday Lounge,0.0023199543898344962,0.23875419539551992
523f4oSjrZx83XDtRLnsIw,before you,75.0,184.0,22wbnEMDvgVIAGdFeek6ET,2022-10-28,187940.0,0.15,0.269,0.373,0.0,0.129,-7.113,0.0371,202.899,0.321,8.0,0.0,3.0,2.0,"2024-05-03, 2024-04-24","Contemporary Blend, Chill Pop",0.39854533421335964,0.908398297178764
5b0r4KGSNjxplg8fmpsnva,drömmen,29.0,185.0,7j4RimWxVqLWTtWtmEf2Qd,1994-01-28,125733.0,0.603,0.466,0.767,1.37e-06,0.0983,-5.537,0.0542,95.238,0.748,2.0,1.0,4.0,1.0,2024-04-05,Svensk Punk,0.5679109969749208,0.33117085044554295
41SwdQIX8Hy2u6fuEDgvWr,10% (feat. kali uchis),67.0,184.0,"6qgnBH6iDM91ipVXv28OMu, 1U1el3k54VvEUzo3ybLPlM",2019-12-13,186680.0,0.0267,0.794,0.757,0.000306,0.0621,-6.644,0.123,107.99,0.615,6.0,0.0,4.0,1.0,2024-05-01,Club Resistance,0.4489466640580121,0.3995410532185251
384pDNdIcOq4bAQSYthQkb,kinna wanna,46.0,185.0,6Wg68vsyRjVt7TRJsWNWSP,2023-09-22,136363.0,0.00137,0.817,0.538,0.0,0.0903,-7.854,0.479,176.138,0.607,8.0,1.0,4.0,1.0,2024-04-26,Wild Country,0.3189133823692501,0.7649184511618431
46qZNRFh3EXHyv5WFAZvFw,love blooms,38.0,184.0,1eTft3tXynrKdo6XD7QHLL,2023-10-28,194386.0,0.152,0.7,0.777,0.0,0.076,-6.5,0.0511,95.99,0.464,2.0,1.0,4.0,5.0,"2024-04-15, 2024-04-23, 2024-04-16, 2024-04-04, 2024-04-24",Korean OSTs,0.46442169923419535,0.33520271936691076
56oGoEjA9eTZYgsttEFKY3,the thrill,78.0,185.0,"137W8MRPWKqSmrBGDBFSop, 67hb7towEyKvt5Z8Bx306c",2020-11-11,234333.0,0.277,0.817,0.775,0.0,0.108,-4.767,0.108,126.984,0.806,10.0,0.0,4.0,1.0,2024-04-23,Park Hangs,0.6506594489586783,0.5013779126499887
6WZVnqQ9OZRSGZmXyHHlV3,ojapiano,64.0,185.0,7KiINhQdLAupkwvJ0EelGG,2023-06-03,168421.0,0.0444,0.628,0.795,0.00189,0.582,-6.27,0.0366,114.003,0.565,10.0,0.0,4.0,1.0,2024-05-03,Big Mood,0.48913876930726585,0.4317799200060049
3NxuezMdSLgt4OwHzBoUhL,way back home,69.0,184.0,72nLe76yBFSlP6VBzME358,2018-06-27,214136.0,0.405,0.745,0.739,0.000183,0.127,-4.591,0.0327,99.913,0.556,10.0,1.0,4.0,3.0,"2024-04-17, 2024-04-18, 2024-04-19",드라이빙 댄스+ (K-Pop Dance Driving),0.6695733808406801,0.3562359930085677
1Rvl8qsKJurfFTyWLBI9ib,"baby, i love your way",70.0,184.0,0Jeckitay8SbvKwqAzWuYH,1999-01-01,249520.0,0.0528,0.651,0.747,0.0,0.207,-7.269,0.0699,147.518,0.776,1.0,0.0,4.0,1.0,2024-04-30,Sin dato,0.38178071277249453,0.6114715249257429
4VZtc1T7NzTsFQfdnJZK7p,hello highway,26.0,185.0,62D9vyyzOd1uIny0qRDLAo,2022-08-26,222311.0,0.00268,0.406,0.711,0.0,0.0795,-7.565,0.046,185.646,0.305,8.0,1.0,4.0,1.0,2024-04-19,Texas Country Now,0.3499709182436734,0.8158958576836054
5cNTgIYnVw6EqnUtP9LRh3,poetica,46.0,185.0,2YihGzUlFb7MxHElA2IZDd,2023-05-04,171666.0,0.877,0.178,0.00138,0.89,0.113,-41.464,0.0537,70.937,0.0392,1.0,1.0,3.0,1.0,2024-04-29,Ambient Relaxation,-3.2930028139607415,0.2008803628682029
5L4LlGPUEap3RuKz2QaBpk,about you,42.0,185.0,"5CMaNobmJYgXcfiT0zYOwi, 3Mik8aPFJ5lIK5APqqKqpb",2024-05-10,163076.0,0.0511,0.496,0.748,2.18e-05,0.125,-4.834,0.294,155.996,0.137,5.0,0.0,4.0,1.0,2024-05-09,creamy,0.643459258980871,0.6569265577919084
5Icu24gbM7aK21cKQpPEAN,my love by my side,37.0,183.0,6lUFWupRJo1LExp71ax2y8,2024-01-20,252857.0,0.742,0.397,0.5,0.0,0.0629,-6.924,0.038,139.137,0.209,2.0,1.0,3.0,5.0,"2024-04-15, 2024-04-23, 2024-04-16, 2024-04-04, 2024-04-24",Korean OSTs,0.4188563178821002,0.5665365602582112
6c7BB9OiD0Wu596pW4L1f7,black widow,66.0,185.0,"0NGAZxHanS9e0iNHpR8f2W, 07Lnw1KXCwVMNUTGciJImE, 32kPQzj1rk4nnGIIJpIUic",2024-03-15,129289.0,0.00015,0.518,0.889,0.108,0.162,-5.747,0.0344,155.011,0.286,1.0,1.0,4.0,10.0,"2024-05-09, 2024-04-03, 2024-04-18, 2024-04-17, 2024-04-11, 2024-05-01, 2024-04-25, 2024-04-04","Summer Party, Main Stage, Daily Lift",0.5453432373429868,0.651645452888255
